month	ct_avg_Tdx收盘价	人均持股
2000-12	24.65	36214	
2001-06	23.75	7119	
2001-12	18.28	6476	
2002-06	18.29	6448	
2002-09	17.77	6454	
2002-12	14.4	6419	
2003-03	14.27	6437	
2003-06	12.34	10098	
2003-09	9.97	10205	
2003-12	11.03	12069	
2004-03	13.21	10205	
2004-06	11.94	13309	
2004-09	11.78	14336	
2004-12	13.04	15907	
2005-03	14.95	19713	
2005-06	17.69	21808	
2005-09	20.24	24427	
2005-12	20.85	25413	
2006-03	28.38	13509	
2006-06	34.91	31659	
2006-09	34.17	33477	
2006-12	45.73	37422	
2007-03	55.1	21950	
2007-06	62.52	25016	
2007-09	63.22	14653	
2007-12	78.48	34680	
2008-03	79.29	30887	
2008-06	71.01	32214	
2008-09	54.76	31032	
2008-12	46.57	34680	
2009-03	45.25	25213	
2009-06	53.17	29693	
2009-09	56.88	21651	
2009-12	72.3	35597	
2010-03	68.46	19601	
2010-06	78.04	37766	
2010-09	100.95	37528	
2010-12	98.6	30805	
2011-03	90.03	29812	
2011-06	95.5	32599	
2011-09	106.4	34244	
2011-12	111.79	33964	
2012-03	99.5	33886	
2012-06	82.58	33435	
2012-09	48.72	28390	
2012-12	43.91	18377	
2013-03	41.37	21034	
2013-06	38.54	20821	
2013-09	31.76	17929	
2013-12	27.89	18110	
2014-03	25.84	15303	
2014-06	24.58	14531	
2014-09	31.14	15692	
2014-12	33.6	15869	
2015-03	36.24	16205	
2015-06	52.39	15688	
2015-09	35.52	15035	
2015-12	45.25	18545	
2016-03	34.68	18779	
2016-06	39	13823	
2016-09	37.51	12415	
2016-12	37.26	16327	
2017-03	37.12	16222	
2017-06	35.73	11877	
2017-09	36.29	14266	
2017-12	36.2	13999	
2018-03	37.09	15367	
2018-06	42.51	12475	
2018-09	36.11	12444	
2018-12	27.34	15948	
2019-03	30.39	15197	
2019-06	30.18	16117	
2019-09	29.88	16076	
2019-12	27.96	12583	
2020-03	23.95	12216	
2020-06	29.56	15461	
2020-09	33.46	14025	
2020-12	43.81	13977	
2021-03	31.72	12805	
2021-06	38.94	13895	
2021-09	32.04	12655	
2021-12	32.18	13297	
2022-03	28.56	13566	
2022-06	28.89	13842	
2022-09	30.07	14944	
2022-12	30.44	15448	
2023-03	31.04	16060	
2023-06	31.13	16273	
2023-09	30.61	16242	
2023-12	24.42	14674	
2024-03	22.95	14463	
2024-06	22.6	15482	
2024-09	20.79	15655	
