month	ct_avg_Tdx收盘价	股东人数
2000-12	24.65	2430	
2001-06	23.75	12361	
2001-12	18.28	13589	
2002-06	18.29	13648	
2002-09	17.77	13635	
2002-12	14.4	13709	
2003-03	14.27	13670	
2003-06	12.34	13595	
2003-09	9.97	13452	
2003-12	11.03	11375	
2004-03	13.21	13452	
2004-06	11.94	10315	
2004-09	11.78	9576	
2004-12	13.04	8630	
2005-03	14.95	6964	
2005-06	17.69	6295	
2005-09	20.24	5620	
2005-12	20.85	5402	
2006-03	28.38	10162	
2006-06	34.91	5637	
2006-09	34.17	5331	
2006-12	45.73	4769	
2007-03	55.1	11915	
2007-06	62.52	7134	
2007-09	63.22	17848	
2007-12	78.48	5146	
2008-03	79.29	5778	
2008-06	71.01	5540	
2008-09	54.76	5751	
2008-12	46.57	5146	
2009-03	45.25	7079	
2009-06	53.17	6011	
2009-09	56.88	13297	
2009-12	72.3	5014	
2010-03	68.46	14688	
2010-06	78.04	4726	
2010-09	100.95	4756	
2010-12	98.6	5794	
2011-03	90.03	5987	
2011-06	95.5	5475	
2011-09	106.4	5212	
2011-12	111.79	5255	
2012-03	99.5	5267	
2012-06	82.58	6939	
2012-09	48.72	8172	
2012-12	43.91	37300	
2013-03	41.37	11030	
2013-06	38.54	11143	
2013-09	31.76	12940	
2013-12	27.89	12811	
2014-03	25.84	15161	
2014-06	24.58	15966	
2014-09	31.14	14785	
2014-12	33.6	14620	
2015-03	36.24	14317	
2015-06	52.39	14789	
2015-09	35.52	15431	
2015-12	45.25	36963	
2016-03	34.68	36502	
2016-06	39	16784	
2016-09	37.51	18688	
2016-12	37.26	41984	
2017-03	37.12	42254	
2017-06	35.73	19534	
2017-09	36.29	48049	
2017-12	36.2	48966	
2018-03	37.09	44606	
2018-06	42.51	18597	
2018-09	36.11	18644	
2018-12	27.34	42980	
2019-03	30.39	45104	
2019-06	30.18	42531	
2019-09	29.88	42639	
2019-12	27.96	18438	
2020-03	23.95	18991	
2020-06	29.56	44334	
2020-09	33.46	48873	
2020-12	43.81	49043	
2021-03	31.72	53529	
2021-06	38.94	49333	
2021-09	32.04	54164	
2021-12	32.18	51552	
2022-03	28.56	50528	
2022-06	28.89	49522	
2022-09	30.07	45870	
2022-12	30.44	44371	
2023-03	31.04	42682	
2023-06	31.13	42115	
2023-09	30.61	42204	
2023-12	24.42	46713	
2024-03	22.95	47394	
2024-06	22.6	44267	
2024-09	20.79	43896	
