month	ct_avg_前复权价格	人均持股
2017-12	1.17	5692	
2018-03	0.88	7680	
2018-06	0.7	8543	
2018-09	0.74	9720	
2018-12	0.73	10631	
2019-03	0.83	10462	
2019-06	0.74	10877	
2019-09	0.74	11376	
2019-12	0.79	12480	
2020-03	0.67	11931	
2020-06	0.62	12176	
2020-09	0.67	12830	
2020-12	0.69	48383	
2021-03	0.71	50727	
2021-06	0.74	54309	
2021-09	0.75	55261	
2021-12	0.75	57943	
2022-03	0.75	57450	
2022-06	0.77	58093	
2022-09	0.8	63014	
2022-12	0.81	194175	
2023-03	0.88	210388	
2023-06	0.96	201893	
2023-09	1.06	207148	
2023-12	1.06	218806	
2024-03	1.17	217160	
2024-06	1.26	194794	
2024-09	1.36	192562	
