month	ct_avg_Tdx收盘价	人均持股
2017-12	13.39	5692	
2018-03	10.02	7680	
2018-06	7.99	8543	
2018-09	8.22	9720	
2018-12	8.09	10631	
2019-03	9.22	10462	
2019-06	8.28	10877	
2019-09	8.04	11376	
2019-12	8.5	12480	
2020-03	7.23	11931	
2020-06	6.76	12176	
2020-09	6.93	12830	
2020-12	7.18	48383	
2021-03	7.38	50727	
2021-06	7.69	54309	
2021-09	7.58	55261	
2021-12	7.58	57943	
2022-03	7.76	57450	
2022-06	7.81	58093	
2022-09	7.75	63014	
2022-12	7.87	194175	
2023-03	8.55	210388	
2023-06	9.29	201893	
2023-09	9.87	207148	
2023-12	9.87	218806	
2024-03	10.83	217160	
2024-06	11.7	194794	
2024-09	12.08	192562	
