month	ct_avg_Tdx收盘价	人均持股
2009-10	51.9	249	
2009-12	51.5	1821	
2010-03	59.33	2370	
2010-06	43.09	3053	
2010-09	35.99	2669	
2010-12	44.29	5075	
2011-03	36.32	4238	
2011-06	31.09	4511	
2011-09	24.82	7980	
2011-12	24.65	7596	
2012-03	21.61	6652	
2012-06	20.33	7382	
2012-09	18.22	7514	
2012-12	16.02	23309	
2013-03	19.48	22898	
2013-06	21.6	25632	
2013-09	28.45	30668	
2013-12	28.73	32757	
2014-03	38.83	32766	
2014-06	23.87	42030	
2014-09	26.37	34997	
2014-12	27.45	34042	
2015-03	34.3	31141	
2015-06	38.71	37549	
2015-09	27.08	38291	
2015-12	32.72	35400	
2016-03	28.65	38256	
2016-06	33.95	42863	
2016-09	34.87	41142	
2016-12	31.18	33426	
2017-03	30.51	33416	
2017-06	22.37	46630	
2017-09	24.26	46925	
2017-12	29.28	37588	
2018-03	39.84	33446	
2018-06	31.63	34476	
2018-09	30	36402	
2018-12	28.46	32031	
2019-03	32.29	41415	
2019-06	30.34	45660	
2019-09	34.6	45173	
2019-12	39.76	25130	
2020-03	40.19	30295	
2020-06	42.34	29709	
2020-09	49.72	31413	
2020-12	69.22	29423	
2021-03	60.59	15113	
2021-06	80.92	22774	
2021-09	48.04	16465	
2021-12	43.2	15072	
2022-03	32.16	13802	
2022-06	39	17218	
2022-09	28	20811	
2022-12	29.34	22638	
2023-03	30.65	23001	
2023-06	21.44	27251	
2023-09	18.24	26379	
2023-12	15.94	25283	
2024-03	13.74	23358	
2024-06	11.33	22364	
2024-09	10.18	21206	
