month	ct_avg_Tdx收盘价	股东人数
2009-10	51.9	53816	
2009-12	51.5	14721	
2010-03	59.33	14135	
2010-06	43.09	21943	
2010-09	35.99	25099	
2010-12	44.29	14739	
2011-03	36.32	17651	
2011-06	31.09	16581	
2011-09	24.82	14997	
2011-12	24.65	15756	
2012-03	21.61	17992	
2012-06	20.33	16261	
2012-09	18.22	15976	
2012-12	16.02	14606	
2013-03	19.48	14868	
2013-06	21.6	13282	
2013-09	28.45	11101	
2013-12	28.73	10393	
2014-03	38.83	10543	
2014-06	23.87	12450	
2014-09	26.37	14955	
2014-12	27.45	15392	
2015-03	34.3	16826	
2015-06	38.71	20758	
2015-09	27.08	20356	
2015-12	32.72	22075	
2016-03	28.65	20427	
2016-06	33.95	18361	
2016-09	34.87	19129	
2016-12	31.18	23601	
2017-03	30.51	23608	
2017-06	22.37	25625	
2017-09	24.26	25497	
2017-12	29.28	31865	
2018-03	39.84	35907	
2018-06	31.63	52948	
2018-09	30	50437	
2018-12	28.46	56728	
2019-03	32.29	46016	
2019-06	30.34	55031	
2019-09	34.6	55624	
2019-12	39.76	100099	
2020-03	40.19	83033	
2020-06	42.34	114998	
2020-09	49.72	108760	
2020-12	69.22	116116	
2021-03	60.59	227257	
2021-06	80.92	195528	
2021-09	48.04	270797	
2021-12	43.2	295836	
2022-03	32.16	323039	
2022-06	39	258768	
2022-09	28	278141	
2022-12	29.34	256346	
2023-03	30.65	252295	
2023-06	21.44	283207	
2023-09	18.24	298665	
2023-12	15.94	312656	
2024-03	13.74	338428	
2024-06	11.33	353463	
2024-09	10.18	372778	
