month	ct_avg_Tdx收盘价	人均持股
2017-12	4.73	2299	
2018-03	4.08	4990	
2018-06	3.21	5841	
2018-09	2.81	6321	
2018-12	3.03	36018	
2019-03	3.78	41895	
2019-06	4.07	48415.5	
2019-09	4.47	56989	
2019-12	4.29	59632	
2020-03	3.7	62842	
2020-06	3.66	65958	
2020-07	3.9	69384	
2020-08	3.93	69566	
2020-09	4.17	75809.67	
2020-10	4.13	79056	
2020-12	4.5	171189	
2021-03	5.2	166967	
2021-06	5.68	197704	
2021-09	6.97	205388	
2021-12	6.49	180379	
2022-03	6.05	188290	
2022-06	7.01	223400	
2022-09	7.29	242225	
2022-12	6.55	232060	
2023-03	7.14	248064	
2023-06	7.19	246161	
2023-09	7.4	256140	
2023-12	8.6	243500	
2024-03	9.51	241274	
2024-06	10.57	243922	
2024-09	10.71	230279	
