month	ct_avg_Tdx收盘价	股东人数
2017-12	4.73	902593.5	
2018-03	4.08	360719	
2018-06	3.21	308160	
2018-09	2.81	284760	
2018-12	3.03	247936.5	
2019-03	3.78	213105	
2019-06	4.07	184446.5	
2019-09	4.47	156663	
2019-12	4.29	149718	
2020-03	3.7	142070	
2020-06	3.66	135358	
2020-07	3.9	128676	
2020-08	3.93	128339	
2020-09	4.17	117829.67	
2020-10	4.13	112932	
2020-12	4.5	105147	
2021-03	5.2	107806	
2021-06	5.68	91045	
2021-09	6.97	87639	
2021-12	6.49	99790	
2022-03	6.05	95597	
2022-06	7.01	80573	
2022-09	7.29	74311	
2022-12	6.55	77566	
2023-03	7.14	72562	
2023-06	7.19	73123	
2023-09	7.4	70274	
2023-12	8.6	73922	
2024-03	9.51	74604	
2024-06	10.57	73794	
2024-09	10.71	78166	
