month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2002-08	8.37	-61.61	
2002-09	8.11	-77.14	
2002-10	7.79	-88.14	
2002-11	7.35	-88.62	
2002-12	6.69	-96.18	
2003-01	6.51	-90.58	
2003-02	6.96	-75.06	
2003-03	6.99	-70.71	
2003-04	7.53	-34.99	
2003-05	8.33	-1.49	
2003-06	8.25	14.8	
2003-07	8.07	22.32	
2003-08	7.49	-6.8	
2003-09	7.05	-38.01	
2003-10	7.2	-42.31	
2003-11	7.71	-9.06	
2003-12	9.23	54.15	
2004-01	10.66	83.52	
2004-02	10.79	91.07	
2004-03	11.21	93.63	
2004-04	12.44	93.62	
2004-05	11.15	75.56	
2004-06	11.03	62.66	
2004-07	11.49	64.81	
2004-08	11.65	77.76	
2004-09	11.94	71.39	
2004-10	14.95	95.93	
2004-11	15.61	96.43	
2004-12	14.93	82.53	
2005-01	13.24	55.45	
2005-02	15.4	75	
2005-03	14.95	75.81	
2005-04	15.82	85.03	
2005-05	10.54	22.06	
2005-06	7.14	-42.13	
2005-07	6.15	-63.48	
2005-08	7.03	-62.62	
2005-09	6.86	-73.63	
2005-10	5.56	-80.36	
2005-11	4.64	-91.8	
2005-12	5.26	-82.26	
2006-01	5.61	-75.22	
2006-02	6.71	-48.16	
2006-03	6.54	-33.97	
2006-04	7.32	-3.01	
2006-05	8.53	18.2	
2006-06	7.95	18.63	
2006-07	7.57	17.52	
2006-08	6.91	0	
2006-09	6.81	-6.33	
2006-10	6.81	-17.33	
2006-11	7.39	10.84	
2006-12	8.2	43.41	
2007-01	11.22	71.87	
2007-02	13.63	87.92	
2007-03	13.9	87.63	
2007-04	16.78	98.3	
2007-05	21.6	98.36	
2007-06	24.88	97.36	
2007-07	31.2	99.06	
2007-08	42.17	98.14	
2007-09	58.23	99.37	
2007-10	66.18	93.65	
2007-11	57.67	80.28	
2007-12	60.42	83.66	
2008-01	61.99	86.53	
2008-02	47.5	41.43	
2008-03	40.3	6.72	
2008-04	44.87	1.16	
2008-05	55.4	34.11	
2008-06	49.78	12.81	
2008-07	43.87	-27.29	
2008-08	34.34	-54.04	
2008-09	17.02	-77.03	
2008-10	9.05	-88.75	
2008-11	8.75	-85.45	
2008-12	11.74	-71.59	
2009-01	13.94	-63.21	
2009-02	15.37	-50.94	
2009-03	15.31	-46.13	
2009-04	21.01	-15.52	
2009-05	25.71	7.94	
2009-06	27.32	23.82	
2009-07	35.6	47.05	
2009-08	36.15	52.98	
2009-09	32.38	46.35	
2009-10	36.91	66.29	
2009-11	39.6	86.27	
2009-12	40.43	83.77	
2010-01	35.89	59.24	
2010-02	32.66	27.3	
2010-03	33.26	19.97	
2010-04	35.76	31.74	
2010-05	29.66	-24.6	
