month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2005-06	8.17	0.31	
2005-07	8.87	0.4	
2005-08	9.33	0.45	
2005-09	9.01	0.39	
2005-10	7.88	0.2	
2005-11	7.46	0.13	
2005-12	8.02	0.2	
2006-01	8.36	0.24	
2006-02	8.04	0.18	
2006-03	7.68	0.11	
2006-04	8.17	0.18	
2006-05	10.17	0.44	
2006-06	10.69	0.5	
2006-07	10.42	0.45	
2006-08	9.32	0.28	
2006-09	8.7	0.19	
2006-10	9.02	0.22	
2006-11	9.81	0.31	
2006-12	10.39	0.38	
2007-01	13.05	0.7	
2007-02	17.07	1.19	
2007-03	17.28	1.17	
2007-04	22.11	1.72	
2007-05	24.59	1.94	
2007-06	25.44	1.97	
2007-07	22.29	1.54	
2007-08	25.81	1.86	
2007-09	29.43	2.17	
2007-10	31.53	2.3	
2007-11	28.3	1.89	
2007-12	28.65	1.85	
2008-01	28.67	1.79	
2008-02	31.28	1.96	
2008-03	28.46	1.63	
2008-04	22.3	1.03	
2008-05	25.36	1.26	
2008-06	23.97	1.11	
2008-07	22.24	0.93	
2008-08	18.93	0.62	
2008-09	18.9	0.6	
2008-10	19.18	0.61	
2008-11	20.32	0.69	
2008-12	20.55	0.7	
2009-01	20.45	0.67	
2009-02	21.99	0.78	
2009-03	21.52	0.72	
2009-04	21.55	0.71	
2009-05	22.3	0.75	
2009-06	23.18	0.8	
2009-07	25.74	0.97	
2009-08	25.58	0.94	
2009-09	23.58	0.77	
2009-10	24.65	0.83	
2009-11	25.34	0.86	
2009-12	24.8	0.8	
2010-01	24.63	0.76	
2010-02	23.6	0.67	
2010-03	25.5	0.78	
2010-04	27.8	0.91	
2010-05	25.5	0.73	
2010-06	23.27	0.56	
2010-07	23.87	0.59	
2010-08	24.02	0.58	
2010-09	22.83	0.49	
2010-10	24.44	0.58	
2010-11	23.05	0.47	
2010-12	22.64	0.43	
2011-01	20.66	0.3	
2011-02	20.8	0.29	
2011-03	21.16	0.3	
2011-04	22.35	0.36	
2011-05	22.74	0.37	
2011-06	21.22	0.27	
2011-07	20.87	0.24	
2011-08	18.37	0.08	
2011-09	17.3	0.01	
2011-10	16.9	-0.02	
2011-11	19.13	0.11	
2011-12	18.9	0.09	
2012-01	19.88	0.14	
2012-02	19.54	0.11	
2012-03	19.01	0.07	
2012-04	18.57	0.04	
2012-05	18.53	0.04	
2012-06	19.65	0.09	
2012-07	20.11	0.11	
2012-08	19.67	0.08	
2012-09	18.34	0.01	
2012-10	18.08	-0.01	
2012-11	17.69	-0.04	
2012-12	18.1	-0.02	
2013-01	20.09	0.08	
2013-02	20.55	0.1	
2013-03	21.95	0.17	
2013-04	21.46	0.13	
2013-05	21.47	0.12	
2013-06	19.08	-0.01	
2013-07	17.98	-0.07	
2013-08	18.17	-0.06	
2013-09	18.64	-0.05	
2013-10	18.87	-0.04	
2013-11	19.61	-0.01	
2013-12	19.26	-0.03	
2014-01	17.92	-0.1	
2014-02	18.17	-0.09	
2014-03	18.25	-0.09	
2014-04	18.44	-0.09	
2014-05	17.86	-0.12	
2014-06	17.96	-0.12	
2014-07	18.69	-0.09	
2014-08	19.26	-0.07	
2014-09	20.51	-0.01	
2014-10	21.28	0.02	
2014-11	24.21	0.15	
2014-12	32.07	0.51	
2015-01	35.09	0.63	
2015-02	30.79	0.42	
2015-03	33.9	0.54	
2015-04	43.45	0.95	
2015-05	57.07	1.51	
2015-06	59.04	1.55	
2015-07	45	0.92	
2015-08	42.7	0.81	
2015-09	36.97	0.56	
2015-10	36.48	0.53	
2015-11	36.34	0.51	
2015-12	34.5	0.43	
2016-01	28.21	0.17	
2016-02	25.54	0.06	
2016-03	26.62	0.11	
2016-04	26.17	0.09	
2016-05	25.13	0.05	
2016-06	25.12	0.05	
2016-07	26.3	0.1	
2016-08	26.99	0.13	
2016-09	26.88	0.12	
2016-10	26.95	0.12	
2016-11	27.69	0.15	
2016-12	28.54	0.18	
2017-01	29.14	0.2	
2017-02	29.53	0.21	
2017-03	29.06	0.19	
2017-04	30.14	0.23	
2017-05	30.29	0.23	
2017-06	32.12	0.3	
2017-07	32.16	0.3	
2017-08	32.16	0.29	
2017-09	31.76	0.27	
2017-10	30.89	0.23	
2017-11	31.5	0.25	
2017-12	29.66	0.18	
2018-01	29.22	0.16	
2018-02	27.84	0.1	
2018-03	28.17	0.11	
2018-04	26.54	0.05	
2018-05	26.61	0.05	
2018-06	24.95	-0.02	
2018-07	24.98	-0.01	
2018-08	24.8	-0.02	
2018-09	23.96	-0.05	
2018-10	22.67	-0.1	
2018-11	23.39	-0.08	
2018-12	23.78	-0.06	
2019-01	24.23	-0.04	
2019-02	24.35	-0.04	
2019-03	25.82	0.02	
2019-04	26.13	0.03	
2019-05	23.94	-0.06	
2019-06	24.12	-0.05	
2019-07	24.28	-0.05	
2019-08	23.79	-0.07	
2019-09	23.7	-0.07	
2019-10	22.75	-0.11	
2019-11	21.89	-0.14	
2019-12	22.15	-0.13	
2020-01	22.26	-0.13	
2020-02	20.38	-0.21	
2020-03	19.98	-0.22	
2020-04	19.46	-0.24	
2020-05	18.16	-0.29	
2020-06	17.68	-0.31	
2020-07	19.57	-0.24	
2020-08	20.45	-0.2	
2020-09	20.78	-0.19	
2020-10	19.97	-0.22	
2020-11	20.71	-0.19	
2020-12	21.45	-0.17	
2021-01	20.95	-0.19	
2021-02	20.58	-0.2	
2021-03	21.85	-0.15	
2021-04	22.45	-0.13	
2021-05	23.8	-0.08	
2021-06	24.14	-0.07	
2021-07	23.23	-0.1	
2021-08	24.29	-0.06	
2021-09	30.08	0.16	
2021-10	29.03	0.11	
2021-11	25.43	-0.03	
2021-12	29.09	0.11	
2022-01	28.54	0.08	
2022-02	27.8	0.05	
2022-03	26.46	0	
2022-04	26.82	0.01	
2022-05	32.87	0.23	
2022-06	37.64	0.4	
2022-07	40.71	0.5	
2022-08	40.21	0.47	
2022-09	43.82	0.58	
2022-10	46.01	0.64	
2022-11	43.54	0.54	
