month	ct_avg_Tdx收盘价	人均持股
2006-09	13.38	3177	
2006-12	15.88	4915	
2007-03	20.37	5893	
2007-06	39.91	12484	
2007-09	82.99	16395	
2007-12	68.09	12964	
2008-03	56.83	12107	
2008-06	39.7	24166	
2008-09	15.17	14262	
2008-12	13.02	8986	
2009-03	19.25	8647	
2009-06	37.03	7140	
2009-09	40.78	18834	
2009-12	53.08	22820	
2010-03	40.36	15524	
2010-06	33.8	15376	
2010-09	35.95	15822	
2010-12	54.05	30992	
2011-03	61.43	31323	
2011-06	55.3	40427	
2011-09	29.58	26877	
2011-12	21.59	23032	
2012-03	26.82	24388	
2012-06	23.18	23780	
2012-09	17.49	22348	
2012-12	19.15	24738	
2013-03	18.81	21389	
2013-06	14.23	19703	
2013-09	13.19	19575	
2013-12	11.29	19744	
2014-03	7.85	19223	
2014-06	7.63	19680	
2014-09	8.97	19716	
2014-12	11.43	21394	
2015-03	11.22	20765	
2015-06	12.46	24318	
2015-09	6.35	27221	
2015-12	6.41	29696	
2016-03	7.63	30108	
2016-06	6.35	32629	
2016-09	7.78	36143	
2016-12	8.66	34554	
2017-02	9.34	35972	
2017-03	8.82	35309	
2017-06	7.44	33765	
2017-09	10.88	32136	
2017-12	10.51	33919	
2018-03	11.21	29460	
2018-06	9.79	31449	
2018-09	7.72	31518	
2018-12	7.31	31848	
2019-03	8.02	33959	
2019-06	8.1	38711	
2019-09	7.57	39403	
2019-12	6.97	39495	
2020-03	6.03	40926	
2020-06	5.64	40060	
2020-09	6.28	39519	
2020-12	6.5	41550	
2021-03	6.02	42047	
2021-06	12.4	46631	
2021-09	16.34	48414	
2021-10	14.1	46520.67	
2021-11	11.44	43963.33	
2021-12	11.53	42030	
2022-03	16.12	60828	
2022-06	15.58	42261	
2022-09	16.44	58305.5	
2022-10	15.53	57527	
2022-12	17.96	67633	
2023-02	20.9	74785	
2023-03	21.07	72477.5	
2023-04	19.96	62321	
2023-05	20.13	58377.5	
2023-06	17.17	56011	
2023-07	16.98	59924	
2023-08	15.98	54692.67	
2023-09	18.65	71545	
2023-10	18.84	73873	
2023-11	20.17	78721	
2023-12	22.34	79512.5	
2024-01	22.78	82346.33	
2024-02	24.67	84282	
2024-03	24.06	52536	
2024-04	21.69	57527	
2024-05	22.55	62348	
2024-06	20.87	59892.75	
2024-07	16.44	58091	
2024-08	14.73	55073.33	
2024-09	14.2	52614.67	
2024-10	15.95	49857	
2024-12	14.87	44986	
2025-01	13.46	44223	
