month	ct_avg_前复权价格	股东人数
2006-09	0.94	45329	
2006-12	1.12	36624	
2007-03	1.43	30545	
2007-06	2.83	14418	
2007-09	5.89	12961	
2007-12	4.83	16392	
2008-03	4.03	17552	
2008-06	4.89	15828	
2008-09	1.95	26820	
2008-12	1.68	42566	
2009-03	2.48	44237	
2009-06	4.85	53573	
2009-09	5.4	61087	
2009-12	7.03	50418	
2010-03	5.34	74116	
2010-06	4.56	74826	
2010-09	4.89	72718	
2010-12	7.37	37124	
2011-03	8.39	36732	
2011-06	8.22	56920	
2011-09	8.19	85614	
2011-12	5.97	99907	
2012-03	7.42	94352	
2012-06	6.48	96767	
2012-09	4.94	102965	
2012-12	5.42	93020	
2013-03	5.32	107582	
2013-06	4.02	116787	
2013-09	3.84	117550	
2013-12	3.28	116548	
2014-03	2.28	119707	
2014-06	2.22	116925	
2014-09	2.61	116709	
2014-12	3.32	107558	
2015-03	3.26	110815	
2015-06	4.21	123013	
2015-09	2.4	109895	
2015-12	2.43	100736	
2016-03	2.83	99355	
2016-06	2.4	91679	
2016-09	2.95	82765	
2016-12	3.28	86572	
2017-02	3.53	83160	
2017-03	3.34	84722	
2017-06	2.82	88594	
2017-09	4.17	93087	
2017-12	4.03	88192	
2018-03	4.29	101542	
2018-06	3.77	95120	
2018-09	3.05	94910	
2018-12	2.88	93928	
2019-03	3.17	88088	
2019-06	3.21	77275	
2019-09	3.09	75918	
2019-12	2.84	75742	
2020-03	2.46	73094	
2020-06	2.31	74674	
2020-09	2.67	75696	
2020-12	2.76	71995	
2021-03	2.56	71144	
2021-06	5.28	64151	
2021-09	7.07	61788	
2021-10	6.1	64361	
2021-11	4.95	68088.67	
2021-12	4.99	71173.5	
2022-03	6.92	49178	
2022-06	6.81	70784	
2022-09	7.46	51315	
2022-10	7.05	52000	
2022-12	8.15	44231.5	
2023-02	9.49	40000	
2023-03	9.56	41275.5	
2023-04	9.05	48000	
2023-05	9.13	51350	
2023-06	8.74	53411	
2023-07	9.02	50000	
2023-08	8.49	54766.67	
2023-09	9.91	41812.5	
2023-10	10	40500	
2023-11	10.71	38000	
2023-12	11.86	37625.5	
2024-01	12.1	36333.33	
2024-02	13.1	35500	
2024-03	12.78	56950.33	
2024-04	11.52	52000	
2024-05	11.97	48000	
2024-06	11.42	49995.75	
2024-07	9.42	51500	
2024-08	8.44	54333.33	
2024-09	8.14	56897	
2024-10	9.14	60000	
2024-12	8.52	66500	
2025-01	7.71	67666.67	
