month	ct_avg_Tdx收盘价	股东人数
2006-09	13.38	45329	
2006-12	15.88	36624	
2007-03	20.37	30545	
2007-06	39.91	14418	
2007-09	82.99	12961	
2007-12	68.09	16392	
2008-03	56.83	17552	
2008-06	39.7	15828	
2008-09	15.17	26820	
2008-12	13.02	42566	
2009-03	19.25	44237	
2009-06	37.03	53573	
2009-09	40.78	61087	
2009-12	53.08	50418	
2010-03	40.36	74116	
2010-06	33.8	74826	
2010-09	35.95	72718	
2010-12	54.05	37124	
2011-03	61.43	36732	
2011-06	55.3	56920	
2011-09	29.58	85614	
2011-12	21.59	99907	
2012-03	26.82	94352	
2012-06	23.18	96767	
2012-09	17.49	102965	
2012-12	19.15	93020	
2013-03	18.81	107582	
2013-06	14.23	116787	
2013-09	13.19	117550	
2013-12	11.29	116548	
2014-03	7.85	119707	
2014-06	7.63	116925	
2014-09	8.97	116709	
2014-12	11.43	107558	
2015-03	11.22	110815	
2015-06	12.46	123013	
2015-09	6.35	109895	
2015-12	6.41	100736	
2016-03	7.63	99355	
2016-06	6.35	91679	
2016-09	7.78	82765	
2016-12	8.66	86572	
2017-02	9.34	83160	
2017-03	8.82	84722	
2017-06	7.44	88594	
2017-09	10.88	93087	
2017-12	10.51	88192	
2018-03	11.21	101542	
2018-06	9.79	95120	
2018-09	7.72	94910	
2018-12	7.31	93928	
2019-03	8.02	88088	
2019-06	8.1	77275	
2019-09	7.57	75918	
2019-12	6.97	75742	
2020-03	6.03	73094	
2020-06	5.64	74674	
2020-09	6.28	75696	
2020-12	6.5	71995	
2021-03	6.02	71144	
2021-06	12.4	64151	
2021-09	16.34	61788	
2021-10	14.1	64361	
2021-11	11.44	68088.67	
2021-12	11.53	71173.5	
2022-03	16.12	49178	
2022-06	15.58	70784	
2022-09	16.44	51315	
2022-10	15.53	52000	
2022-12	17.96	44231.5	
2023-02	20.9	40000	
2023-03	21.07	41275.5	
2023-04	19.96	48000	
2023-05	20.13	51350	
2023-06	17.17	53411	
2023-07	16.98	50000	
2023-08	15.98	54766.67	
2023-09	18.65	41812.5	
2023-10	18.84	40500	
2023-11	20.17	38000	
2023-12	22.34	37625.5	
2024-01	22.78	36333.33	
2024-02	24.67	35500	
2024-03	24.06	56950.33	
2024-04	21.69	52000	
2024-05	22.55	48000	
2024-06	20.87	49995.75	
2024-07	16.44	51500	
2024-08	14.73	54333.33	
2024-09	14.2	56897	
2024-10	15.95	60000	
2024-12	14.87	66500	
2025-01	13.46	67666.67	
