month	ct_avg_Tdx收盘价	人均持股
2015-06	9.34	1732	
2015-09	9.05	4047	
2015-12	9.69	4616	
2016-03	7.41	4822	
2016-06	6.83	5667	
2016-09	6.69	6012	
2016-12	7.04	6204	
2017-03	7.26	6426	
2017-06	7.83	7374	
2017-09	7.56	7912	
2017-12	7.36	8335	
2018-03	7.04	8542	
2018-06	5.82	32168	
2018-09	5.85	32988	
2018-12	5.31	33276	
2019-03	6.13	33118	
2019-06	5.5	33819	
2019-09	5.44	34972	
2019-12	4.99	35329	
2020-03	4.57	36573	
2020-06	4.11	37108	
2020-09	4.56	38519	
2020-12	4.81	39430	
2021-03	5.43	38925	
2021-06	5.08	39608	
2021-09	6.8	39288	
2021-12	7.57	46185	
2022-03	7.76	51692	
2022-06	6.87	46205	
2022-09	6.26	47870	
2022-12	6.15	48827	
2023-03	6.55	51873	
2023-06	6.87	55957	
2023-09	7.32	62048	
2023-12	7.26	64968	
2024-03	8.82	64899	
2024-06	10.31	65546	
2024-09	10.26	58914	
