month	ct_avg_前复权价格	股东人数
2015-06	1.91	1234668	
2015-09	1.86	961483	
2015-12	1.98	842879	
2016-03	1.52	806955	
2016-06	1.4	748474	
2016-09	1.39	705495	
2016-12	1.46	681747	
2017-03	1.51	658255	
2017-06	1.63	573578	
2017-09	1.59	534567	
2017-12	1.55	507450	
2018-03	1.48	495161	
2018-06	1.23	483877	
2018-09	1.26	471857	
2018-12	1.14	467770	
2019-03	1.32	469995	
2019-06	1.18	460252	
2019-09	1.19	445086	
2019-12	1.09	440581	
2020-03	1	425595	
2020-06	0.9	419466	
2020-09	1.03	404103	
2020-12	1.09	394762	
2021-03	1.22	399882	
2021-06	1.14	392989	
2021-09	1.58	432907	
2021-12	1.75	369707	
2022-03	1.81	355979	
2022-06	1.59	398285	
2022-09	1.48	393783	
2022-12	1.46	386277	
2023-03	1.56	363772	
2023-06	1.63	337462	
2023-09	1.78	304333	
2023-12	1.76	290657	
2024-03	2.14	290962	
2024-06	2.5	288093	
2024-09	2.53	320525	
