month	ct_avg_Tdx收盘价	人均持股
2011-07	116.32	0	
2011-09	103.41	1475	
2011-12	103.14	1258	
2012-03	97.2	1228	
2012-06	82.13	1254	
2012-09	25.22	4514	
2012-12	19.88	3790	
2013-03	23.3	4006	
2013-06	18.25	4362	
2013-09	20.48	5144	
2013-12	18.58	5078	
2014-03	16.8	5324	
2014-06	17.52	5111	
2014-09	22.04	7787	
2014-12	21.41	6731	
2015-03	28.92	8352	
2015-06	49.15	11452	
2015-09	23.82	10371	
2015-12	38.17	6242	
2016-03	47.33	4973	
2016-06	13.73	7075	
2016-09	14.88	10037	
2016-12	13.1	9596	
2017-03	16.05	12968	
2017-04	17.1	14097	
2017-05	15.76	13672	
2017-06	15.33	14107	
2017-09	18.61	10632	
2017-12	15.89	9787	
2018-03	18.51	10825	
2018-05	15.02	10766	
2018-06	13.34	10959	
2018-07	13.17	10917	
2018-08	13.69	11766	
2018-09	13.3	11947	
2018-11	13.27	13050	
2018-12	12.69	13224	
2019-01	12.45	13405	
2019-03	15.32	14937	
2019-05	15.69	16510	
2019-06	15.51	15055	
2019-07	14.25	14760	
2019-08	13.12	14502	
2019-09	13.35	40118	
2019-12	13.72	37843	
2020-02	16.51	38532	
2020-03	15.45	34610	
2020-06	17.34	39708	
2020-09	24.09	30404	
2020-12	31.43	39624	
2021-03	33.21	21924	
2021-06	35.35	18242	
2021-09	33.68	11714	
2021-12	28.82	11063	
2022-03	24	11699	
2022-06	20.15	11641	
2022-09	16.82	10628	
2022-12	19.22	12741	
2023-02	22.1	13983	
2023-03	20.47	13629	
2023-04	19.38	13407	
2023-06	16.38	11386	
2023-09	18.52	13375	
2023-12	16.62	17222.5	
2024-01	16.31	21434	
2024-02	17.5	22010	
2024-03	18.73	23191	
2024-04	20.01	23234	
2024-05	21.84	23990.5	
2024-06	19.69	24971.67	
2024-07	18.02	25619	
2024-08	16.1	24815	
2024-09	16.89	23040.5	
2024-10	19.36	21769.5	
2024-12	17.82	19454.67	
