month	ct_avg_Tdx收盘价	股东人数
2011-07	116.32	30402	
2011-09	103.41	13018	
2011-12	103.14	19078	
2012-03	97.2	19538	
2012-06	82.13	19139	
2012-09	25.22	24723	
2012-12	19.88	29443	
2013-03	23.3	27852	
2013-06	18.25	25579	
2013-09	20.48	21690	
2013-12	18.58	21972	
2014-03	16.8	21038	
2014-06	17.52	21975	
2014-09	22.04	20985	
2014-12	21.41	24383	
2015-03	28.92	19650	
2015-06	49.15	14343	
2015-09	23.82	15838	
2015-12	38.17	26358	
2016-03	47.33	33079	
2016-06	13.73	84231	
2016-09	14.88	59374	
2016-12	13.1	62026	
2017-03	16.05	45898	
2017-04	17.1	42227.5	
2017-05	15.76	43533	
2017-06	15.33	47622	
2017-09	18.61	63188	
2017-12	15.89	68654	
2018-03	18.51	62057	
2018-05	15.02	63848	
2018-06	13.34	64381	
2018-07	13.17	64624	
2018-08	13.69	59962	
2018-09	13.3	59055.5	
2018-11	13.27	54062	
2018-12	12.69	53353	
2019-01	12.45	52631	
2019-03	15.32	47482.5	
2019-05	15.69	42733	
2019-06	15.51	46865	
2019-07	14.25	47803.5	
2019-08	13.12	48651	
2019-09	13.35	50531	
2019-12	13.72	45563.5	
2020-02	16.51	37376	
2020-03	15.45	41612	
2020-06	17.34	35701	
2020-09	24.09	46626	
2020-12	31.43	38028	
2021-03	33.21	64660	
2021-06	35.35	83527	
2021-09	33.68	130050	
2021-12	28.82	137697	
2022-03	24	135724	
2022-06	20.15	134023	
2022-09	16.82	156127	
2022-12	19.22	130186	
2023-02	22.1	118626	
2023-03	20.47	121710	
2023-04	19.38	123514	
2023-06	16.38	127061	
2023-09	18.52	111137	
2023-12	16.62	110626.5	
2024-01	16.31	108356	
2024-02	17.5	105521	
2024-03	18.73	100148	
2024-04	20.01	99962	
2024-05	21.84	96901.5	
2024-06	19.69	93003.67	
2024-07	18.02	92307.5	
2024-08	16.1	95310.67	
2024-09	16.89	94314.5	
2024-10	19.36	91408.5	
2024-12	17.82	102225	
