month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2006-01	11.9	-0.24	
2006-02	14.68	-0.07	
2006-03	15.5	-0.02	
2006-04	17.86	0.13	
2006-05	24.49	0.53	
2006-06	22.42	0.39	
2006-07	27.2	0.67	
2006-09	21	0.28	
2006-10	26.28	0.59	
2006-11	24.31	0.46	
2006-12	26.88	0.6	
2007-01	30.17	0.77	
2007-02	39.57	1.29	
2007-03	44.49	1.53	
2007-04	42.11	1.35	
2007-05	39.52	1.18	
2007-06	46.98	1.54	
2007-07	41.21	1.2	
2007-08	40.78	1.14	
2007-09	38.56	1	
2007-10	33.17	0.7	
2007-11	25.94	0.33	
2007-12	27.34	0.4	
2008-01	30.15	0.54	
2008-02	27.13	0.38	
2008-03	31.95	0.62	
2008-04	26	0.31	
2008-05	23.5	0.19	
2008-06	15.15	-0.23	
2008-07	14.82	-0.25	
2008-08	12.1	-0.38	
2008-09	9.69	-0.5	
2008-10	9.87	-0.49	
2008-11	11.99	-0.38	
2008-12	12.55	-0.35	
2009-01	13.93	-0.27	
2009-02	16.74	-0.13	
2009-03	21.21	0.1	
2009-04	22.08	0.15	
2009-05	20.86	0.08	
2009-06	19.9	0.03	
2009-07	21.39	0.1	
2009-08	20.08	0.03	
2009-09	20.13	0.04	
2009-10	22.65	0.16	
2009-11	25.21	0.29	
2009-12	23.62	0.21	
2010-01	23.24	0.18	
2010-02	23.17	0.18	
2010-03	24.02	0.22	
2010-04	34.06	0.71	
2010-05	33.66	0.68	
2010-06	37.06	0.83	
2010-07	34.42	0.69	
2010-08	36.47	0.77	
2010-09	46.8	1.25	
2010-10	56.68	1.69	
2010-11	71.48	2.31	
2010-12	59.84	1.72	
2011-01	48.73	1.19	
2011-02	63.37	1.8	
2011-03	64.66	1.8	
2011-04	63.25	1.69	
2011-05	55.7	1.33	
2011-06	55.7	1.3	
2011-07	65.97	1.68	
2011-08	68.96	1.74	
2011-09	67.38	1.63	
2011-10	62.39	1.39	
2011-11	67.91	1.55	
2011-12	46.08	0.71	
2012-01	23.01	-0.15	
2012-02	30.14	0.1	
2012-03	33.67	0.22	
2012-04	27.55	0	
2012-05	24.32	-0.12	
2012-06	22.67	-0.19	
2012-07	20.72	-0.26	
2012-08	18.81	-0.33	
2012-09	17.79	-0.36	
2012-10	17.36	-0.38	
2012-11	15.98	-0.43	
2012-12	14.5	-0.48	
2013-01	15.8	-0.44	
2013-02	15.97	-0.43	
2013-03	18.49	-0.34	
2013-04	17.57	-0.38	
2013-05	17.66	-0.38	
2013-06	16.7	-0.41	
2013-07	15.7	-0.45	
2013-08	16.19	-0.43	
2013-09	16.51	-0.42	
2013-10	16.89	-0.41	
2013-11	18.44	-0.36	
