month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2007-02	10.4	-0.02	
2007-03	11	0.03	
2007-04	12.38	0.16	
2007-05	15.74	0.46	
2007-06	14.01	0.29	
2007-07	13.07	0.2	
2007-08	15.54	0.42	
2007-09	15.83	0.43	
2007-10	14.29	0.29	
2007-11	13.83	0.24	
2007-12	15.1	0.35	
2008-01	15.22	0.35	
2008-02	13.51	0.2	
2008-03	11.87	0.06	
2008-04	9.05	-0.19	
2008-05	9.29	-0.17	
2008-06	6.91	-0.37	
2008-07	6.55	-0.4	
2008-08	5.55	-0.48	
2008-09	5.08	-0.52	
2008-10	4.52	-0.57	
2008-11	4.14	-0.6	
2008-12	4.75	-0.53	
2009-01	4.87	-0.51	
2009-02	6.38	-0.35	
2009-03	6.07	-0.37	
2009-04	6.91	-0.27	
2009-05	7.04	-0.24	
2009-06	7.08	-0.23	
2009-07	7.61	-0.16	
2009-08	8.89	-0.01	
2009-09	9.03	0.01	
2009-10	9.38	0.06	
2009-11	10.01	0.14	
2009-12	10.07	0.15	
2010-01	11.7	0.33	
2010-02	11.09	0.26	
2010-03	11.21	0.27	
2010-04	12.74	0.44	
2010-05	10.48	0.18	
2010-06	9.1	0.03	
2010-07	8.22	-0.07	
2010-08	9.61	0.08	
2010-09	10.34	0.16	
2010-10	11.11	0.25	
2010-11	11.41	0.28	
2010-12	11.57	0.3	
2011-01	10.85	0.21	
2011-02	11.12	0.24	
2011-03	11.47	0.27	
2011-04	11.05	0.22	
2011-05	9.94	0.09	
2011-06	9.09	0	
2011-07	9.71	0.06	
2011-08	9.02	-0.02	
2011-09	8.79	-0.04	
2011-10	8.57	-0.07	
2011-11	8.67	-0.06	
2011-12	7.54	-0.18	
2012-01	7.44	-0.19	
2012-02	8.19	-0.1	
2012-03	8.07	-0.12	
2012-04	8.41	-0.08	
2012-05	8.04	-0.12	
2012-06	5.42	-0.41	
2012-07	4.72	-0.48	
2012-08	4.54	-0.5	
2012-09	4.48	-0.5	
2012-10	4.49	-0.5	
2012-11	4.11	-0.54	
2012-12	4	-0.55	
2013-01	4.44	-0.49	
2013-02	4.73	-0.46	
2013-03	4.62	-0.47	
2013-04	4.26	-0.51	
2013-05	4.91	-0.43	
2013-06	4.8	-0.44	
2013-07	4.79	-0.44	
2013-08	4.97	-0.41	
2013-09	5.11	-0.4	
2013-10	5.43	-0.36	
2013-11	5.29	-0.38	
2013-12	5.06	-0.4	
2014-01	4.85	-0.43	
2014-02	5.34	-0.37	
2014-03	5.66	-0.33	
2014-04	5.8	-0.32	
2014-05	5.67	-0.33	
2014-06	5.61	-0.34	
2014-07	6.06	-0.29	
2014-08	7.11	-0.16	
2014-09	7.21	-0.15	
2014-10	7.3	-0.13	
2014-11	6.91	-0.17	
2014-12	7.5	-0.1	
2015-01	7.68	-0.08	
2015-02	7.5	-0.1	
2015-03	8.44	0.01	
2015-04	9.87	0.18	
2015-05	10.8	0.29	
2015-06	12.54	0.5	
2015-07	8.15	-0.02	
2015-08	8.79	0.06	
2015-09	7.8	-0.05	
2015-10	8.19	0	
2015-11	8.93	0.1	
2015-12	9.8	0.21	
2016-01	7.66	-0.04	
2016-02	8.03	0.01	
2016-03	8.04	0.02	
2016-04	8.51	0.09	
2016-05	8.99	0.16	
2016-06	9.1	0.18	
2016-07	9.31	0.21	
2016-08	10.56	0.37	
2016-09	12.75	0.65	
2016-10	13.38	0.72	
2016-11	12.08	0.54	
2016-12	11.22	0.42	
2017-01	11.35	0.43	
2017-02	12.24	0.52	
2017-03	13.15	0.62	
2017-04	12.51	0.53	
2017-05	11.98	0.45	
2017-06	11.41	0.37	
2017-07	13.54	0.61	
2017-08	14.12	0.67	
2017-09	15.08	0.76	
2017-10	14.81	0.72	
2017-11	16.04	0.84	
2017-12	15.41	0.76	
2018-01	17.29	0.95	
2018-02	16.08	0.8	
2018-03	17.12	0.9	
2018-04	15.58	0.72	
2018-05	13.16	0.45	
2018-06	8.96	-0.01	
2018-07	10.02	0.11	
2018-08	10.74	0.19	
2018-09	10.43	0.16	
2018-10	9.45	0.05	
2018-11	9.44	0.05	
2018-12	9.45	0.05	
2019-01	10.09	0.12	
2019-02	11.2	0.24	
2019-03	12.1	0.34	
2019-04	13.54	0.49	
2019-05	13.19	0.45	
2019-06	14.13	0.55	
2019-07	15.63	0.71	
2019-08	21.99	1.37	
2019-09	26.98	1.86	
2019-10	25.36	1.64	
2019-11	22.75	1.34	
2019-12	22.64	1.3	
2020-01	23.66	1.36	
2020-02	26.44	1.59	
2020-03	30.13	1.9	
2020-04	29.23	1.75	
2020-05	29.92	1.76	
2020-06	28.45	1.57	
2020-07	30.25	1.68	
2020-08	26.98	1.36	
2020-09	23.68	1.04	
2020-10	24.15	1.05	
2020-11	26.83	1.23	
2020-12	27.71	1.26	
2021-01	27.79	1.23	
2021-02	23.57	0.86	
2021-03	24.08	0.87	
2021-04	23.92	0.83	
2021-05	23.2	0.75	
2021-06	22.64	0.68	
2021-07	24.23	0.78	
2021-08	26.5	0.91	
2021-09	22.75	0.62	
2021-10	22.36	0.57	
2021-11	24.02	0.67	
2021-12	23.09	0.58	
2022-01	21.98	0.49	
2022-02	19.63	0.32	
2022-03	17.54	0.17	
2022-04	16.15	0.07	
2022-05	16.58	0.09	
2022-06	16.6	0.08	
2022-07	16.09	0.04	
2022-08	16.52	0.06	
2022-09	14.59	-0.07	
2022-10	13.52	-0.14	
2022-11	14.76	-0.07	
2022-12	14.95	-0.06	
2023-01	15.44	-0.03	
2023-02	17.24	0.07	
2023-03	18.37	0.13	
2023-04	18.5	0.13	
2023-05	15.08	-0.08	
2023-06	14.8	-0.1	
2023-07	15.53	-0.06	
2023-08	15.06	-0.09	
2023-09	15.25	-0.08	
2023-10	16.5	-0.01	
2023-11	17.35	0.04	
2023-12	17.57	0.04	
2024-01	16.45	-0.03	
2024-02	15.4	-0.09	
2024-03	17.72	0.04	
2024-04	16.64	-0.03	
2024-05	20.19	0.17	
2024-06	20.49	0.18	
2024-07	21.31	0.21	
2024-08	18.31	0.04	
2024-09	17.55	-0.01	
2024-10	19.88	0.11	
2024-11	21.42	0.19	
2024-12	23.42	0.3	
2025-01	25.67	0.41	
