month	ct_avg_Tdx收盘价	股东人数
2014-03	35.08	12165	
2014-06	40.28	5255	
2014-09	51.67	3683	
2014-12	49.58	4917	
2015-03	62.85	2480	
2015-06	66.6	8189	
2015-09	45.16	12741	
2015-12	49.02	25717	
2016-03	55.23	14448	
2016-06	50.99	29655	
2016-09	25.17	46670	
2016-12	24.29	48094	
2017-03	27.04	32261	
2017-06	25.68	28484	
2017-09	38.89	22582	
2017-12	52.47	19599	
2018-03	47.74	23809	
2018-06	48.02	19265	
2018-09	23.04	20831	
2018-12	28.54	18028	
2019-03	54.49	19129	
2019-06	60.64	35409	
2019-09	73.25	43677	
2019-12	84.47	52882	
2020-01	90.26	46657	
2020-03	120.35	53152	
2020-06	79.32	82607	
2020-09	78.43	154465	
2020-12	75.82	176796	
2021-03	106.94	124237	
2021-06	63.94	211258	
2021-09	45.82	299789	
2021-12	50.47	277062	
2022-03	56.68	198545	
2022-06	54.06	218774	
2022-09	57.73	206859	
2022-12	48.49	273151	
2023-03	48.48	280808	
2023-06	41.36	296190	
2023-09	40.27	301898	
2023-12	40	261828	
2024-03	40.26	233988	
2024-06	45.46	205653	
2024-09	38.57	220407	
