month	ct_avg_前复权价格	股东人数
2014-03	1.01	12165	
2014-06	1.16	5255	
2014-09	1.5	3683	
2014-12	1.44	4917	
2015-03	1.82	2480	
2015-06	2.9	8189	
2015-09	2.62	12741	
2015-12	2.85	25717	
2016-03	3.27	14448	
2016-06	2.96	29655	
2016-09	2.94	46670	
2016-12	2.84	48094	
2017-03	3.16	32261	
2017-06	3	28484	
2017-09	4.66	22582	
2017-12	6.28	19599	
2018-03	5.71	23809	
2018-06	5.75	19265	
2018-09	5.05	20831	
2018-12	6.25	18028	
2019-03	11.93	19129	
2019-06	13.28	35409	
2019-09	16.05	43677	
2019-12	18.51	52882	
2020-01	19.79	46657	
2020-03	26.38	53152	
2020-06	26.88	82607	
2020-09	29.36	154465	
2020-12	28.38	176796	
2021-03	40.03	124237	
2021-06	32.65	211258	
2021-09	24.39	299789	
2021-12	26.86	277062	
2022-03	29.53	198545	
2022-06	28.88	218774	
2022-09	30.88	206859	
2022-12	25.93	273151	
2023-03	25.93	280808	
2023-06	22.12	296190	
2023-09	21.92	301898	
2023-12	21.77	261828	
2024-03	21.91	233988	
2024-06	24.74	205653	
2024-09	20.99	220407	
