month	ct_avg_前复权价格	股东人数
2019-07	1.03	21374.67	
2019-09	0.92	24820	
2019-10	0.81	24194	
2019-11	0.85	23204	
2019-12	1	18497	
2020-03	1.89	21381	
2020-05	2.6	19044	
2020-06	2.64	19217	
2020-07	2.85	21130	
2020-08	2.55	25994	
2020-09	2.1	28852	
2020-12	1.91	30054	
2021-01	2.04	32564	
2021-03	1.35	36913.5	
2021-04	1.46	35804	
2021-05	1.47	36299.33	
2021-06	1.82	43255.5	
2021-07	2.2	45516.33	
2021-08	2.21	48227.67	
2021-09	1.95	50546.33	
2021-10	1.86	50493.67	
2021-11	2.01	51677.67	
2021-12	1.73	52500.67	
2022-01	1.47	56614	
2022-02	1.5	56947.33	
2022-03	1.49	54675.33	
2022-04	1.32	52747.67	
2022-05	1.34	50848.33	
2022-06	1.49	48660	
2022-07	1.46	49226.67	
2022-08	1.68	47915.67	
2022-09	1.49	47147.67	
2022-10	1.15	49088.67	
2022-11	1.3	48226.67	
2022-12	1.28	47719.33	
2023-01	1.27	47783.67	
2023-02	1.33	48660	
2023-03	1.56	48975	
2023-06	1.99	40195	
2023-09	1.8	42733	
2023-12	1.94	37691	
2024-03	1.87	36158	
2024-06	1.77	36600	
2024-09	1.59	37230	
