month	ct_avg_Tdx收盘价	股东人数
2008-06	23.78	13018.5	
2008-09	21.54	10797	
2008-12	24.26	10741	
2009-03	25.81	13308	
2009-06	26.31	14142	
2009-09	26.64	12318	
2009-12	34.54	11519	
2010-03	41.78	11445	
2010-06	43.7	8875	
2010-09	59.34	12465	
2010-12	36.36	25621	
2011-03	33.65	26111	
2011-06	23.54	26059	
2011-09	26.09	23343	
2011-12	23.8	23313	
2012-03	26.59	23376	
2012-06	13.31	26127	
2012-09	12.66	25670	
2012-12	13.23	23800	
2013-03	19.33	18573	
2013-09	25.43	13653	
2013-12	44.44	13719	
2014-03	50.57	8886	
2014-06	63.78	8539	
2014-09	39.62	13262	
2014-12	45.78	12863	
2015-03	53.45	15809	
2015-06	63.56	17712	
2015-09	61.5	23611	
2015-12	40.24	42299	
2016-03	38.67	38264	
2016-06	37.24	33892	
2016-09	36.98	31585	
2016-12	21.88	30983	
2017-03	19.89	43023	
2017-09	20.55	39275	
2017-12	19.77	29485	
2018-12	9.94	100025	
2019-03	9.86	115179	
2019-06	6.98	98422	
2019-09	8.4	110402	
2019-12	7.28	113628	
2020-03	8.49	129602	
2020-05	8.45	126227	
2020-06	8.44	123364	
2020-09	8.62	127485	
2020-12	7.8	123020	
2021-03	7.64	118695.5	
2021-05	7.57	110756	
2021-06	7.37	110476	
2021-07	7.42	111147	
2021-09	7.05	119214	
2021-11	6.6	122266	
2021-12	6.52	136579	
2022-01	6.99	134892	
2022-03	6.23	132064	
2022-05	5.66	130213	
2022-06	5.81	127786.5	
2022-07	5.89	123861	
2022-09	5.54	122049	
2022-10	5.43	121172.5	
2022-11	5.55	127313	
2022-12	5.78	130692	
2023-01	6.39	130328	
2023-02	6.21	127363	
2023-03	6.2	124787.5	
2023-04	6.45	120635.5	
2023-05	6.58	116932.33	
2023-06	7.23	114075	
2023-07	7.44	108592.33	
2023-08	7.18	104080	
2023-09	6.96	103254.5	
2023-10	6.8	102445	
2023-11	7.31	100105.33	
2023-12	8.14	94120	
2024-01	7.12	98583	
2024-02	6.84	97823.5	
2024-03	7.24	97059.5	
2024-04	6.99	96920.33	
2024-05	7.28	96022.67	
2024-06	7.51	92736	
2024-07	7.74	92142	
2024-08	7.53	90097.67	
2024-09	6.91	91086	
2024-10	7.35	93662.33	
2024-11	7.56	95832.67	
2024-12	7.45	98069	
2025-01	6.82	103535.67	
