month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2010-09	14.57	0.04	
2010-10	16.21	0.15	
2010-11	15.47	0.1	
2010-12	14.82	0.05	
2011-01	13.51	-0.04	
2011-02	15.04	0.06	
2011-03	16.74	0.18	
2011-04	17	0.19	
2011-05	16.06	0.12	
2011-06	15.88	0.1	
2011-07	17.4	0.2	
2011-08	13.35	-0.08	
2011-09	10.14	-0.3	
2011-10	9.71	-0.33	
2011-11	10.17	-0.3	
2011-12	8.78	-0.39	
2012-01	7.53	-0.48	
2012-02	8.95	-0.38	
2012-03	9.08	-0.37	
2012-04	9.22	-0.36	
2012-05	9.01	-0.38	
2012-06	7.74	-0.47	
2012-07	7.49	-0.48	
2012-08	7.2	-0.5	
2012-09	6.53	-0.55	
2012-10	6.87	-0.52	
2012-11	6.61	-0.54	
2012-12	6.92	-0.51	
2013-01	7.86	-0.45	
2013-02	8.66	-0.39	
2013-03	8.19	-0.42	
2013-04	7.1	-0.5	
2013-05	7.24	-0.48	
2013-06	6.41	-0.54	
2013-07	5.76	-0.59	
2013-08	6.09	-0.56	
2013-09	6.16	-0.55	
2013-10	6.19	-0.55	
2013-11	6.49	-0.53	
2013-12	7.04	-0.49	
2014-01	6.12	-0.56	
2014-02	6.25	-0.55	
2014-03	6.12	-0.55	
2014-04	6.42	-0.53	
2014-05	6.89	-0.5	
2014-06	7	-0.49	
2014-07	7.6	-0.45	
2014-08	8.48	-0.38	
2014-09	8.5	-0.38	
2014-10	8.73	-0.37	
2014-11	9.23	-0.33	
2014-12	10.44	-0.24	
2015-01	10.83	-0.21	
2015-02	10.51	-0.24	
2015-03	11.64	-0.16	
2015-04	13.92	0.01	
2015-05	14.59	0.05	
2015-06	18.7	0.35	
2015-07	15.3	0.1	
2015-08	14.65	0.06	
2015-09	12.21	-0.11	
2015-10	13.08	-0.04	
2015-11	14.04	0.04	
2015-12	14.4	0.08	
2016-01	11.66	-0.12	
2016-02	10.88	-0.16	
2016-03	11.97	-0.07	
2016-04	12.14	-0.05	
2016-05	11.47	-0.09	
2016-06	10.66	-0.14	
2016-07	9.43	-0.23	
2016-08	10.04	-0.17	
2016-09	10.76	-0.1	
2016-10	11.48	-0.03	
2016-11	11.68	-0.01	
2016-12	12.52	0.07	
2017-01	13.33	0.14	
2017-02	13.87	0.18	
2017-03	13.27	0.12	
2017-04	13.14	0.11	
2017-05	13.2	0.11	
2017-06	11.99	0.01	
2017-07	11.55	-0.02	
2017-08	11.45	-0.03	
2017-09	11.97	0.02	
2017-10	12.76	0.09	
2017-11	13.24	0.14	
2017-12	14.64	0.26	
2018-01	18.22	0.57	
2018-02	17.73	0.52	
2018-03	17.03	0.47	
2018-04	16.55	0.44	
2018-05	19.35	0.68	
2018-06	18.4	0.6	
2018-07	18.38	0.6	
2018-08	18.1	0.58	
2018-09	16.01	0.4	
2018-10	15.79	0.37	
2018-11	13.77	0.2	
2018-12	12.71	0.11	
2019-01	12.17	0.06	
2019-02	13.61	0.19	
2019-03	14.54	0.27	
2019-04	16.35	0.43	
2019-05	14.46	0.26	
2019-06	14.2	0.24	
2019-07	14.78	0.29	
2019-08	15.94	0.4	
2019-09	16.9	0.48	
2019-10	16.28	0.43	
2019-11	16.34	0.43	
2019-12	17.97	0.57	
2020-01	20.49	0.77	
2020-02	18.09	0.55	
2020-03	16.4	0.4	
2020-04	16.31	0.38	
2020-05	17.7	0.49	
2020-06	18.52	0.55	
2020-07	21.69	0.79	
2020-08	25.71	1.1	
2020-09	25.52	1.05	
2020-10	26.34	1.09	
2020-11	34.56	1.68	
2020-12	35.84	1.72	
2021-01	41.62	2.08	
2021-02	45.94	2.3	
2021-03	37.45	1.63	
2021-04	37.33	1.57	
2021-05	34.67	1.34	
2021-06	32.43	1.16	
2021-07	33.91	1.22	
2021-08	34.57	1.22	
2021-09	36.69	1.31	
2021-10	32.49	1.02	
2021-11	28.9	0.77	
2021-12	31.49	0.9	
2022-01	30.8	0.83	
2022-02	34.67	1.02	
2022-03	33.47	0.92	
2022-04	31.97	0.81	
2022-05	30.11	0.68	
2022-06	29.51	0.63	
2022-07	28.03	0.53	
2022-08	28.73	0.55	
2022-09	29.35	0.56	
2022-10	28.24	0.49	
2022-11	29.65	0.54	
2022-12	32.32	0.66	
2023-01	33.69	0.71	
2023-02	36.33	0.82	
2023-03	34.75	0.72	
2023-04	32.99	0.61	
2023-05	30.17	0.46	
2023-06	30.37	0.46	
2023-07	32.66	0.55	
2023-08	32.55	0.53	
2023-09	33.03	0.54	
2023-10	31.49	0.46	
2023-11	30.36	0.4	
2023-12	27.71	0.27	
2024-01	25.78	0.17	
2024-02	26.09	0.18	
2024-03	25.9	0.16	
2024-04	27.8	0.24	
2024-05	29.57	0.31	
2024-06	27.67	0.22	
2024-07	25.7	0.12	
2024-08	22.67	-0.01	
2024-09	21.68	-0.06	
2024-10	23.72	0.02	
2024-11	22.96	-0.02	
2024-12	22.36	-0.05	
2025-01	20.67	-0.12	
2025-02	20.75	-0.12	
