month	ct_avg_Tdx收盘价	股东人数
2013-09	43.91	88516.5	
2013-12	49.29	64617	
2014-03	41.36	80281	
2014-06	18.31	90273	
2014-09	21.17	114907	
2014-12	26.57	99367	
2015-03	31.13	90553	
2015-06	37.37	86731	
2015-09	26.43	86834	
2015-12	30.45	75479	
2016-03	29.68	83706	
2016-06	22.94	91660	
2016-09	26.55	106167	
2016-12	28.76	107577	
2017-02	31.31	98402	
2017-03	33.54	118808	
2017-06	40.6	145123	
2017-09	42.04	106209	
2017-12	53.94	142730	
2018-03	57.54	162344	
2018-06	54.15	165179	
2018-09	41.13	229782	
2018-12	38.46	228273	
2019-03	47.78	162344	
2019-06	51.09	213103	
2019-09	53	200887	
2019-12	57.12	172279	
2020-03	51.34	246617	
2020-06	59.3	184209	
2020-09	69.52	181433	
2020-12	89.69	226871	
2021-03	85.18	404034	
2021-06	74.64	520532	
2021-09	69.49	455639	
2021-12	71.14	374562	
2022-03	60.29	438206	
2022-06	55.13	426506	
2022-09	53.32	436153	
2022-12	52.08	404913	
2023-03	52.27	404380	
2023-06	56.64	339281	
2023-09	56.67	325280	
2023-12	51.38	318676	
2024-03	63.85	286772	
2024-06	64.69	284527	
2024-09	66.19	67	
