month	ct_avg_前复权价格	股东人数
2013-09	1.04	88516.5	
2013-12	1.17	64617	
2014-03	0.98	80281	
2014-06	1.13	90273	
2014-09	1.31	114907	
2014-12	1.62	99367	
2015-03	1.93	90553	
2015-06	2.38	86731	
2015-09	1.68	86834	
2015-12	1.94	75479	
2016-03	1.89	83706	
2016-06	2.27	91660	
2016-09	2.63	106167	
2016-12	2.85	107577	
2017-02	3.1	98402	
2017-03	3.33	118808	
2017-06	4.14	145123	
2017-09	4.29	106209	
2017-12	5.5	142730	
2018-03	5.87	162344	
2018-06	5.65	165179	
2018-09	4.23	229782	
2018-12	4.01	228273	
2019-03	4.99	162344	
2019-06	5.47	213103	
2019-09	5.68	200887	
2019-12	6.12	172279	
2020-03	5.5	246617	
2020-06	6.52	184209	
2020-09	7.65	181433	
2020-12	9.87	226871	
2021-03	9.37	404034	
2021-06	8.37	520532	
2021-09	7.8	455639	
2021-12	7.99	374562	
2022-03	6.67	438206	
2022-06	6.38	426506	
2022-09	6.18	436153	
2022-12	6.04	404913	
2023-03	6.06	404380	
2023-06	6.9	339281	
2023-09	6.9	325280	
2023-12	6.26	318676	
2024-03	7.78	286772	
2024-06	8.22	284527	
2024-09	8.41	67	
