month	ct_avg_Tdx收盘价	人均持股
2013-09	43.91	3869	
2013-12	49.29	10621	
2014-03	41.36	8549	
2014-06	18.31	18953	
2014-09	21.17	19481	
2014-12	26.57	22570	
2015-03	31.13	24767	
2015-06	37.37	26101	
2015-09	26.43	25789	
2015-12	30.45	29684	
2016-03	29.68	26766	
2016-06	22.94	36928	
2016-09	26.55	59733	
2016-12	28.76	57445	
2017-02	31.31	62801	
2017-03	33.54	52073	
2017-06	40.6	43466	
2017-09	42.04	59392	
2017-12	53.94	44483	
2018-03	57.54	39217	
2018-06	54.15	39232	
2018-09	41.13	28279	
2018-12	38.46	28544	
2019-03	47.78	39732	
2019-06	51.09	31874	
2019-09	53	33717	
2019-12	57.12	39509	
2020-03	51.34	27674	
2020-06	59.3	37193	
2020-09	69.52	37694	
2020-12	89.69	30181	
2021-03	85.18	17011	
2021-06	74.64	13231	
2021-09	69.49	14972	
2021-12	71.14	18235	
2022-03	60.29	15586	
2022-06	55.13	16055	
2022-09	53.32	15704	
2022-12	52.08	16926	
2023-03	52.27	16949	
2023-06	56.64	20289	
2023-09	56.67	21181	
2023-12	51.38	21628	
2024-03	63.85	23839	
2024-06	64.69	24067	
2024-09	66.19	9714157	
