month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2000-11	23.03	75	
2000-12	25.27	83.7	
2001-01	21.49	60.97	
2001-02	16.15	-4.12	
2001-03	16.39	-28.86	
2001-04	17.39	-26.65	
2001-05	17.15	-38.49	
2001-06	15.58	-68.83	
2001-07	13.07	-87.22	
2001-08	11.13	-92.13	
2001-09	10.81	-94.6	
2001-10	9.19	-98.61	
2001-11	8.93	-93.02	
2001-12	9.54	-82.05	
2002-01	7.6	-95.62	
2002-02	7.96	-87.23	
2002-03	9.1	-68.58	
2002-04	9.65	-42.45	
2002-05	9.63	-27.52	
2002-06	9.5	-34.73	
2002-07	9.36	-12.38	
2002-08	8.13	-59.78	
2002-09	7.69	-82.5	
2002-10	7.09	-88.29	
2002-11	7	-87.07	
2002-12	6.6	-91.31	
2003-01	6.98	-76.29	
2003-02	7.42	-53.93	
2003-03	7.25	-51.15	
2003-04	7.78	-18.96	
2003-05	8.99	14.82	
2003-06	9	28.87	
2003-07	9.02	47.09	
2003-08	8.56	36.39	
2003-09	8.19	19.93	
2003-10	8.33	22.87	
2003-11	7.5	-19.15	
2003-12	7.62	-41.11	
2004-01	9.79	14.42	
2004-02	10.6	67.81	
2004-03	9.9	76.09	
2004-04	9.81	73.85	
2004-05	8.87	39.51	
2004-06	8.65	17.41	
2004-07	9.35	28.37	
2004-08	9.01	30.11	
2004-09	9	1.38	
2004-10	9.76	54.52	
2004-11	9.9	69.76	
2004-12	8.87	27.6	
2005-01	7.79	-40.09	
2005-02	7.87	-64.77	
2005-03	7.42	-83.69	
2005-04	6.01	-96.34	
2005-05	5.26	-96.59	
2005-06	4.97	-96.63	
2005-07	4	-96.47	
2005-08	4.69	-78.8	
2005-09	5.07	-59.95	
2005-10	4.73	-67.19	
2005-11	5.66	-28.49	
2005-12	6.14	-3.16	
2006-01	7.68	16.79	
2006-03	6.64	21.64	
2006-04	8.52	47.95	
2006-05	10	61.4	
2006-06	9.65	70.82	
2006-07	11.21	88.61	
2006-08	10.85	84.86	
2006-09	10.08	74.83	
2006-10	7.2	14.08	
2006-11	7.43	-6.34	
2006-12	8.03	-3.27	
2007-01	10.09	31.07	
2007-02	10.4	52.86	
2007-03	11	68.67	
2007-04	12.38	81.63	
2007-05	15.74	88.24	
2007-06	14.01	78.91	
2007-07	13.07	66.11	
2007-08	15.54	90.06	
2007-09	15.83	87.23	
2007-10	14.29	66.49	
2007-11	13.83	42.53	
2007-12	15.1	58.84	
2008-01	15.22	69.24	
2008-02	13.51	17.74	
2008-03	11.87	-21.47	
2008-04	9.05	-57.9	
2008-05	9.29	-69.15	
2008-06	6.91	-90.85	
2008-07	6.55	-84.39	
2008-08	5.55	-94.18	
2008-09	5.08	-95.72	
2008-10	4.52	-98.66	
2008-11	4.14	-92.54	
2008-12	4.75	-75.31	
2009-01	4.87	-62.02	
2009-02	6.38	-28.57	
2009-03	6.07	-13.92	
2009-04	6.91	15.67	
2009-05	7.04	31.05	
2009-06	7.08	42.57	
2009-07	7.61	51.9	
2009-08	8.89	68.75	
2009-09	9.03	76.23	
2009-10	9.38	82.25	
2009-11	10.01	89.58	
2009-12	10.07	85.4	
2010-01	11.7	97.19	
2010-02	11.09	86.37	
2010-03	11.21	83	
2010-04	12.74	95.63	
2010-05	10.48	60.58	
2010-06	9.1	12.59	
2010-07	8.22	-15.44	
2010-08	9.61	-11.49	
2010-09	10.34	5.11	
2010-10	11.11	37.17	
2010-11	11.41	50.53	
2010-12	11.57	60.99	
2011-01	10.85	39.33	
2011-02	11.12	31.61	
2011-03	11.47	59.82	
2011-04	11.05	49.8	
2011-05	9.94	-9.2	
2011-06	9.09	-45.07	
2011-07	9.71	-43.33	
2011-08	9.02	-66.27	
2011-09	8.79	-80.27	
2011-10	8.57	-92.24	
2011-11	8.67	-86.77	
2011-12	7.54	-99.55	
2012-01	7.44	-90.65	
2012-02	8.19	-70.8	
2012-03	8.07	-67.37	
2012-04	8.41	-47.6	
2012-05	8.04	-48.99	
2012-06	5.42	-91.43	
2012-07	4.72	-99.02	
2012-08	4.54	-92.43	
2012-09	4.48	-92.05	
2012-10	4.49	-84.57	
2012-11	4.11	-98.66	
2012-12	4	-89.03	
2013-01	4.44	-60.4	
2013-02	4.73	-38.15	
2013-03	4.62	-29.96	
2013-04	4.26	-45.12	
2013-05	4.91	-12.65	
2013-06	4.8	12.13	
2013-07	4.79	15.92	
2013-08	4.97	46.43	
2013-09	5.11	66.68	
2013-10	5.43	71.08	
2013-11	5.29	63.14	
2013-12	5.06	41.19	
2014-01	4.85	1.11	
2014-02	5.34	40.12	
2014-03	5.66	69.13	
2014-04	5.8	86.4	
2014-05	5.67	83.39	
2014-06	5.61	68.12	
2014-07	6.06	88.47	
2014-08	7.11	96.9	
2014-09	7.21	92.73	
2014-10	7.3	90.13	
2014-11	6.91	71.65	
2014-12	7.5	88.47	
2015-01	7.68	92.37	
2015-02	7.5	81.85	
2015-03	8.44	97.04	
2015-04	9.87	98.55	
2015-05	10.8	97.05	
2015-06	12.54	94.3	
2015-07	8.15	46.08	
2015-08	8.79	33.59	
2015-09	7.8	-1.74	
2015-10	8.19	-10.45	
2015-11	8.93	4.68	
2015-12	9.8	43.63	
2016-01	7.66	-8.97	
2016-02	8.03	-30.06	
2016-03	8.04	-44.45	
2016-04	8.51	-17.01	
2016-05	8.99	13.09	
2016-06	9.1	34.24	
2016-07	9.31	63.35	
2016-08	10.56	80.67	
2016-09	12.75	93.79	
2016-10	13.38	96.88	
2016-11	12.08	78.25	
2016-12	11.22	57.14	
2017-01	11.35	51.54	
2017-02	12.24	69.05	
2017-03	13.15	83.46	
2017-04	12.51	69.15	
2017-05	11.98	43.57	
2017-06	11.41	6.45	
2017-07	13.54	54.93	
2017-08	14.12	80.51	
2017-09	15.08	91.07	
2017-10	14.81	85.03	
2017-11	16.04	93.38	
2017-12	15.41	78.66	
2018-01	17.29	92.13	
2018-02	16.08	77.8	
2018-03	17.12	87.5	
2018-04	15.58	62.15	
2018-05	13.16	7.75	
2018-06	8.96	-42.9	
2018-07	10.02	-54.1	
2018-08	10.74	-57.69	
2018-09	10.43	-73.12	
2018-10	9.45	-85.02	
2018-11	9.44	-85.43	
2018-12	9.45	-83.44	
2019-01	10.09	-51.18	
2019-02	11.2	-17.62	
2019-03	12.1	13.39	
