month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2002-04	10.45	0.11	
2002-05	10.43	0.11	
2002-06	10	0.05	
2002-07	10.54	0.11	
2002-08	10.35	0.08	
2002-09	9.93	0.03	
2002-10	9.45	-0.02	
2002-11	9.08	-0.07	
2002-12	8.65	-0.12	
2003-01	8.83	-0.1	
2003-02	8.9	-0.1	
2003-03	9.21	-0.07	
2003-04	8.12	-0.19	
2003-05	7.71	-0.23	
2003-06	7.93	-0.21	
2003-07	7.21	-0.29	
2003-08	7.06	-0.31	
2003-09	6.55	-0.36	
2003-10	5.9	-0.42	
2003-11	5.09	-0.5	
2003-12	5.67	-0.45	
2004-01	5.41	-0.47	
2004-02	6.66	-0.35	
2004-03	6.84	-0.33	
2004-04	6.96	-0.32	
2004-05	7.52	-0.27	
2004-06	6.84	-0.34	
2004-07	6.53	-0.37	
2004-08	6.29	-0.4	
2004-09	6.28	-0.4	
2004-10	6.32	-0.4	
2004-11	6.34	-0.39	
2004-12	6.35	-0.39	
2005-01	5.08	-0.52	
2005-02	5.18	-0.51	
2005-03	5.38	-0.49	
2005-04	4.85	-0.54	
2005-05	4.03	-0.62	
2005-06	4.15	-0.6	
2005-07	3.67	-0.65	
2005-08	4.15	-0.6	
2005-09	4.48	-0.56	
2005-10	4.59	-0.55	
2005-11	4.18	-0.58	
2005-12	4.14	-0.59	
2006-01	4.51	-0.54	
2006-02	4.73	-0.52	
2006-03	5.11	-0.48	
2006-04	5.12	-0.47	
2006-05	5.89	-0.39	
2006-06	4.84	-0.49	
2006-07	3.94	-0.59	
2006-08	3.51	-0.63	
2006-09	3.74	-0.6	
2006-10	3.86	-0.58	
2006-11	3.55	-0.61	
2006-12	3.65	-0.6	
2007-01	4.26	-0.52	
2007-02	5.14	-0.42	
2007-03	6.04	-0.31	
2007-04	7.6	-0.12	
2007-05	9.83	0.14	
2007-06	7.72	-0.1	
2007-07	7.08	-0.17	
2007-08	7.78	-0.09	
2007-09	8.2	-0.03	
2007-10	7.58	-0.1	
2007-11	7.06	-0.16	
2008-01	11.18	0.33	
2008-02	15.09	0.79	
2008-03	14.65	0.74	
2008-04	10.45	0.24	
2008-05	11.22	0.33	
2008-06	8.28	-0.02	
2008-07	8.85	0.05	
2008-08	6.95	-0.17	
2008-09	7.1	-0.15	
2008-10	5.56	-0.33	
2008-11	5	-0.39	
2008-12	5.72	-0.29	
2009-01	6.42	-0.2	
2009-02	7.49	-0.06	
2009-03	7.65	-0.03	
2009-04	8.36	0.07	
2009-05	9.27	0.19	
2009-06	9.22	0.19	
2009-07	9.14	0.19	
2009-08	9.26	0.21	
2009-09	9.7	0.28	
2009-10	10.29	0.37	
2009-11	11.67	0.56	
2009-12	11.4	0.53	
2010-01	11.58	0.56	
2010-02	10.12	0.37	
2010-03	10.29	0.39	
2010-04	11.06	0.49	
2010-05	11.94	0.61	
2010-06	12.3	0.65	
2010-07	12.31	0.64	
2010-08	13.1	0.74	
2010-09	13.67	0.81	
2010-10	12.64	0.67	
2010-11	13.17	0.73	
2010-12	12.78	0.67	
2011-01	12.79	0.67	
2011-02	13.54	0.76	
2011-03	14.16	0.83	
2011-04	14.39	0.84	
2011-05	13.45	0.72	
2011-06	12.96	0.64	
2011-07	13.19	0.66	
2011-08	11.4	0.43	
2011-09	10.91	0.37	
2011-10	10.82	0.35	
2012-02	13.07	0.62	
2012-03	12.34	0.52	
2012-04	11.01	0.35	
2012-05	11.09	0.35	
2012-06	10.37	0.26	
2012-07	9.17	0.11	
2012-08	9.24	0.11	
2012-09	8.94	0.07	
2012-10	9.37	0.12	
2012-11	7.81	-0.07	
2012-12	8.89	0.06	
2013-01	11.68	0.38	
2013-02	10.71	0.26	
2013-03	10.87	0.27	
2013-04	10.01	0.17	
2013-05	10.3	0.2	
2013-06	9.02	0.04	
2013-07	8.5	-0.02	
2013-08	9.59	0.1	
2013-09	10.42	0.19	
2013-10	10.91	0.24	
2013-11	10.62	0.2	
2013-12	12.57	0.41	
2014-01	11.4	0.27	
2014-02	12.09	0.33	
2014-03	12.14	0.32	
2014-04	12.72	0.38	
2014-05	12.06	0.29	
2014-06	11.65	0.24	
2014-07	11.91	0.26	
2014-08	12.8	0.34	
2014-09	13.3	0.38	
2014-10	13.84	0.42	
2014-11	12.99	0.32	
2014-12	12.63	0.28	
2015-01	12.61	0.26	
