month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2013-11	10.51	-0.39	
2013-12	11.18	-0.35	
2014-01	10.66	-0.38	
2014-02	11.68	-0.32	
2014-03	12.36	-0.28	
2014-04	12.87	-0.25	
2014-05	13.06	-0.25	
2014-06	10.49	-0.4	
2014-07	11.42	-0.34	
2014-08	13.01	-0.25	
2014-09	14.71	-0.16	
2014-10	14.38	-0.18	
2015-01	14.67	-0.17	
2015-02	15.01	-0.15	
2015-03	17.42	-0.02	
2015-04	19.19	0.07	
2015-05	12.26	-0.32	
2015-06	14.37	-0.2	
2015-07	9.66	-0.47	
2015-08	9.09	-0.5	
2015-09	6.83	-0.62	
2015-10	8.09	-0.55	
2015-11	9.43	-0.48	
2015-12	9.88	-0.45	
2016-01	7.58	-0.58	
2016-02	7.04	-0.61	
2016-03	6.89	-0.61	
2016-04	7.64	-0.57	
2016-05	8.1	-0.54	
2016-06	9.52	-0.45	
2016-07	9.3	-0.46	
2016-08	9.54	-0.44	
2016-09	9.85	-0.41	
2016-10	10.94	-0.34	
2016-11	10.6	-0.36	
2016-12	10.73	-0.35	
2017-01	10.34	-0.37	
2017-02	10.78	-0.34	
2017-03	10.84	-0.34	
2017-04	12.32	-0.25	
2017-05	13.44	-0.19	
2017-06	14.97	-0.09	
2017-07	16.64	0	
2017-08	16.45	-0.01	
2017-09	16.94	0.02	
2017-10	17.07	0.03	
2017-11	17.45	0.05	
2017-12	18.15	0.09	
2018-01	19.95	0.2	
2018-02	19.19	0.15	
2018-03	19.46	0.16	
2018-04	17.15	0.02	
2018-05	17.49	0.05	
2018-06	17.84	0.07	
2018-07	16.47	-0.01	
2018-08	13.45	-0.19	
2018-09	12.4	-0.25	
2018-10	11.8	-0.28	
2018-11	12.68	-0.22	
2018-12	13.25	-0.17	
2019-01	13.29	-0.17	
2019-02	14.54	-0.08	
2019-03	15.99	0.02	
2019-04	16.62	0.07	
2019-05	11.33	-0.26	
2019-06	10.39	-0.31	
2019-07	11	-0.26	
2019-08	10.5	-0.29	
2019-09	12.83	-0.11	
2019-10	13.72	-0.04	
2019-11	14.66	0.04	
2019-12	15.96	0.15	
2020-01	19.49	0.42	
2020-02	21.63	0.58	
2020-03	19.21	0.42	
2020-04	18.68	0.39	
2020-05	22.4	0.67	
2020-06	20.22	0.52	
2020-07	23.24	0.74	
2020-08	22.38	0.68	
2020-09	21.72	0.64	
2020-10	23.18	0.74	
2020-11	24.98	0.85	
2020-12	23.41	0.72	
2021-01	25.55	0.86	
2021-02	24.77	0.78	
2021-03	21.44	0.53	
2021-04	21.73	0.53	
2021-05	21.05	0.47	
2021-06	21.84	0.51	
2021-07	22.35	0.54	
2021-08	23.96	0.63	
2021-09	24.23	0.63	
2021-10	23.85	0.59	
2021-11	23.91	0.59	
2021-12	23.62	0.56	
2022-01	23.45	0.53	
2022-02	19.41	0.27	
2022-03	17.79	0.16	
2022-04	15.67	0.02	
2022-05	16.87	0.09	
2022-06	22.55	0.45	
2022-07	28.64	0.81	
2022-08	29.35	0.84	
2022-09	27.37	0.7	
2022-10	21.62	0.33	
2022-11	22.79	0.4	
2022-12	22.55	0.37	
2023-01	23.28	0.41	
2023-02	26.48	0.59	
2023-03	24.33	0.45	
2023-04	24	0.42	
2023-05	24.55	0.45	
2023-06	27.84	0.63	
2023-07	27.88	0.62	
2023-08	28.06	0.62	
2023-09	28.48	0.63	
2023-10	27.64	0.57	
2023-11	28.06	0.58	
2023-12	28.74	0.6	
2024-01	24.45	0.35	
2024-02	23.01	0.26	
2024-03	24.82	0.35	
2024-04	21.73	0.17	
2024-05	21.96	0.17	
2024-06	22.46	0.19	
2024-07	18.79	-0.01	
2024-08	16.7	-0.12	
2024-09	18.38	-0.04	
2024-10	22.65	0.17	
2024-11	24.04	0.24	
2024-12	24.26	0.24	
2025-01	26.24	0.33	
