month	ct_avg_前复权价格	股东人数
1994-12	1.44	443	
1995-12	1.04	508	
1996-12	4.17	2134	
1997-12	6.06	2650	
1998-12	4.19	2737	
1999-12	5.59	3786	
2000-12	8.12	3615	
2001-12	7.78	12801	
2002-06	6.93	12481	
2002-09	6.92	12652	
2002-12	5.86	12967	
2003-03	6.69	13558	
2003-06	7.95	14996	
2003-09	7.32	14450	
2003-12	7.47	12533	
2004-03	10.21	12521	
2004-06	8.84	14406	
2004-09	9.46	189208	
2004-12	9.24	12303	
2005-03	10.26	10876	
2005-06	8.7	10785	
2005-09	10.48	11496	
2005-12	11.62	9375	
2006-03	16.09	8202	
2006-06	15.48	9835	
2006-09	20.79	8209	
2006-12	39.41	8339	
2007-03	46.05	8595	
2007-06	83.58	20373	
2007-09	137.62	28136	
2007-12	131.77	30058	
2008-03	101.24	34603	
2008-06	73.7	32052	
2008-09	41.94	32565	
2008-12	50.69	32799	
2009-03	56.54	30840	
2009-06	81.62	31022	
2009-09	78.12	37880	
2009-12	79.33	40418	
2010-03	66.77	38718	
2010-06	51	35376	
2010-09	59.08	30043	
2010-12	60.44	26989	
2011-03	60.01	25136	
2011-06	58.46	22246	
2011-09	56.03	23690	
2011-12	53.31	23202	
2012-03	59.94	22523	
2012-06	65.35	21538	
2012-09	60.08	21506	
2012-12	69.53	18782	
2013-03	80.82	17102	
2013-06	77.14	17019	
2013-09	71.66	17451	
2013-12	61.68	18567	
2014-03	56.26	18119	
2014-06	64.74	1	
2014-09	73.55	14	
2014-12	92.04	15	
2015-03	99.74	17	
2015-06	115.71	18	
2015-09	108.07	21	
2015-12	175.01	20	
2016-03	198.42	22	
2016-06	198.42	21	
2016-09	206	25	
2016-12	192.29	27	
2017-02	175.28	27	
2017-03	176.86	28	
2017-06	188.42	33	
2017-07	205.99	33	
2017-09	230.17	35	
2017-12	262.9	38	
2018-03	282.6	35	
2018-06	233.83	36	
2018-07	204.78	36	
2018-09	216.05	41	
2018-12	228.88	42	
2019-02	250.08	44	
2019-03	261.39	44	
2019-06	251.93	45	
2019-07	269.81	46	
2019-09	251.41	46	
2019-12	279.43	47	
2020-03	267.94	20	
2020-06	247.3	47	
2020-09	276.31	49	
2020-12	283.24	49	
2021-03	310.41	50	
2021-06	246.44	52	
2021-09	211.95	55	
2021-12	203.74	57	
2022-03	182.58	60	
2022-06	189.25	76	
2022-09	194.3	79	
2022-12	208.67	77	
2023-03	175.62	76	
2023-06	158.04	73	
2023-09	156.77	73	
2023-12	122.89	73	
2024-02	113.68	555213	
2024-03	109.09	73	
2024-06	88.09	71	
2024-07	79.94	585818	
2024-09	80.54	71	
