month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2005-09	3.77	-0.65	
2005-10	4.42	-0.59	
2005-11	4.43	-0.59	
2005-12	4.57	-0.57	
2006-01	4.84	-0.54	
2006-02	4.84	-0.53	
2006-03	4.63	-0.55	
2006-04	5.12	-0.49	
2006-05	5.85	-0.41	
2006-06	6.24	-0.37	
2006-07	4.94	-0.49	
2006-08	4.11	-0.57	
2006-09	4.85	-0.48	
2006-10	4.7	-0.49	
2006-11	4.45	-0.51	
2006-12	4.64	-0.48	
2007-01	5.48	-0.38	
2007-02	6.31	-0.28	
2007-03	7.65	-0.11	
2007-04	10.78	0.25	
2007-05	12.32	0.44	
2007-06	13.19	0.53	
2007-07	9.95	0.16	
2007-08	11.83	0.38	
2007-09	12.39	0.45	
2007-10	10.95	0.28	
2007-11	9.81	0.14	
2007-12	11.07	0.29	
2008-01	13.38	0.55	
2008-02	13.31	0.54	
2008-03	11.99	0.38	
2008-04	10.19	0.17	
2008-05	12.07	0.38	
2008-06	9.28	0.07	
2008-07	8.43	-0.02	
2008-08	5.96	-0.3	
2008-09	4.42	-0.47	
2008-10	3.7	-0.55	
2008-11	4.23	-0.48	
2008-12	4.94	-0.39	
2009-01	4.94	-0.38	
2009-02	6.26	-0.2	
2009-03	7.48	-0.04	
2009-04	10.23	0.32	
2009-05	10.86	0.42	
2009-06	11.23	0.47	
2009-07	13.28	0.74	
2009-08	14.5	0.9	
2009-09	13.75	0.81	
2009-10	15.04	0.98	
2009-11	15.91	1.1	
2009-12	15.62	1.06	
2010-01	15.23	1	
2010-02	16.95	1.22	
2010-03	17.26	1.24	
2010-04	16.07	1.08	
2010-05	12.52	0.62	
2010-06	12.54	0.62	
2010-07	13.83	0.79	
2010-08	13.95	0.8	
2010-09	13.86	0.8	
2010-10	13.78	0.77	
2010-11	14.86	0.9	
2010-12	15.25	0.92	
2011-01	13.2	0.65	
2011-02	14.13	0.75	
2011-03	16.01	0.96	
2011-04	15.47	0.87	
2011-05	14.17	0.7	
2011-06	14.75	0.75	
2011-07	15.62	0.83	
2011-08	14.58	0.69	
2011-09	13.39	0.54	
2011-10	13.06	0.49	
2011-11	13.4	0.52	
2011-12	11.49	0.29	
2012-01	10.48	0.17	
2012-02	11.72	0.3	
2012-03	12.87	0.41	
2012-04	13.57	0.48	
2012-05	14.12	0.52	
2012-06	13.85	0.48	
2012-07	13.12	0.39	
2012-08	12.78	0.34	
2012-09	12.39	0.29	
2012-10	13.11	0.36	
2012-11	14.04	0.44	
2012-12	15.73	0.59	
2013-01	17.88	0.79	
2013-02	18.3	0.8	
2013-03	17.09	0.66	
2013-04	17.71	0.7	
2013-05	19.57	0.85	
2013-06	18.53	0.73	
2013-07	17.71	0.63	
2013-08	17.93	0.63	
2013-09	17.47	0.57	
2013-10	17.26	0.53	
2013-11	17.1	0.5	
2013-12	18.12	0.57	
2014-01	15.83	0.35	
2014-02	15.62	0.32	
2014-03	15.2	0.28	
2014-04	15.81	0.32	
2014-05	14.68	0.21	
2014-06	13.92	0.14	
2014-07	14.74	0.2	
2014-08	15.74	0.27	
2014-09	17.93	0.43	
2014-10	18.69	0.48	
2014-11	20.4	0.59	
2014-12	23.81	0.83	
2015-01	25.21	0.91	
2015-02	24.68	0.84	
2015-03	28.42	1.08	
2015-04	34.58	1.48	
2015-10	14.57	0.04	
2015-11	13.12	-0.07	
2015-12	12.16	-0.14	
2016-01	9.16	-0.35	
2016-02	9.22	-0.35	
2016-03	9.25	-0.34	
2016-04	9.49	-0.33	
