month	ct_avg_Tdx收盘价	股东人数
2020-09	337.58	23863.5	
2020-12	604.47	22275	
2021-03	590.26	55099	
2021-06	677.81	47976	
2021-09	556.31	47699	
2021-12	562.75	51090	
2022-03	468.46	43655	
2022-06	548.28	37291	
2022-09	511.37	33204	
2022-12	531.39	32468.67	
2023-01	597.15	30150	
2023-02	600.28	30261	
2023-03	545.04	31461.67	
2023-04	551.18	30615.33	
2023-05	495.01	33463	
2023-06	444.28	37365.67	
2023-07	455.62	36610.67	
2023-08	439.1	40801.33	
2023-09	422.39	40628.75	
2023-10	360.35	42457.67	
2023-11	324.35	44916	
2023-12	279.82	47347.75	
2024-01	299.61	56205.33	
2024-02	314.77	52003	
2024-03	335.84	53721.75	
2024-04	291	53957.33	
2024-05	214.94	56590	
2024-06	187.33	58747.75	
2024-07	165.65	58614.33	
2024-08	160.13	57745.67	
2024-09	148.42	58620	
2024-10	219.52	61440.33	
2024-11	218.46	61875	
2024-12	206.95	61309.67	
2025-01	172.35	60901.67	
