month	ct_avg_Tdx收盘价	人均持股
2008-06	28.91	583.5	
2008-09	24.86	1446	
2008-12	23.68	1725	
2009-03	29.69	1664	
2009-06	31.38	1394	
2009-09	25.52	4342	
2009-12	36.16	6914	
2010-03	38.96	7156	
2010-06	28.58	6602	
2010-09	25.66	5649	
2010-12	34.74	7096	
2011-03	34.65	6818	
2011-06	19.14	12806	
2011-09	17.62	12254	
2011-12	12.33	11512	
2012-03	12.53	11027	
2012-06	10.79	11334	
2012-09	8.51	11571	
2012-12	8.22	11919	
2013-03	9.39	11940	
2013-06	7.2	14343	
2013-09	9.01	16056	
2013-12	7.77	14512	
2014-03	7.94	13012	
2014-06	8.49	13329	
2014-09	10.71	12553	
2014-12	11.15	14246	
2015-03	14.2	17631	
2015-06	20.03	17038	
2015-09	12.61	22908	
2015-12	15.81	22271	
2016-03	13.09	22457	
2016-06	13.76	22788	
2016-09	14.56	21609	
2016-12	12.73	18748	
2017-03	12.57	18462	
2017-06	12.92	19018	
2017-09	13.14	17317	
2017-12	11.88	18751	
2018-03	12.09	19028	
2018-06	11.27	20753	
2018-09	11.57	21705	
2018-10	10.81	21810	
2018-11	10.66	21058	
2018-12	10.65	21060	
2019-02	11.09	21063	
2019-03	11.5	20208	
2019-05	10.76	21439	
2019-06	10.74	20225	
2019-07	10.4	20361	
2019-08	10.46	20361	
2019-09	10.76	20808	
2019-10	10.44	21063	
2019-12	10.54	20625	
2020-02	12.19	22623	
2020-03	12.65	24183	
2020-04	11.76	25451	
2020-05	12.58	24942	
2020-06	12.87	26273	
2020-07	13.89	25451	
2020-08	15.71	27161.5	
2020-09	14.84	22724.5	
2020-11	15.67	18334	
2020-12	15.72	19464	
2021-01	16.79	19229	
2021-02	19.25	19321	
2021-03	17.48	18699.67	
2021-04	16.36	15758	
2021-06	19.43	15824	
2021-08	20.85	15659	
2021-09	22.06	16730.33	
2021-10	19.71	14714	
2021-11	20.13	12930	
2021-12	20.14	11923	
2022-01	19.63	11853	
2022-02	19.02	12191	
2022-03	17.46	12323	
2022-06	15.58	12893	
2022-09	17.6	14469	
2022-11	19.7	16883.67	
2022-12	21.67	18892.67	
2023-01	23.52	20319	
2023-02	26.68	19290.5	
2023-03	24.82	19682.33	
2023-04	21.95	18974.5	
2023-05	21.49	18974.5	
2023-06	22.13	19234	
2023-07	23.45	19395	
2023-08	20.28	23095	
2023-09	18.41	22055	
2023-10	15.49	29895	
2023-11	15.96	29715.67	
2023-12	14.91	27577	
2024-01	12.87	27066	
2024-02	11.31	27066	
2024-03	11.82	24493	
2024-04	11.45	20820	
2024-05	11	19805	
2024-06	9.67	20275.5	
2024-07	8.34	20300	
2024-08	8.16	20646.67	
2024-09	8.3	20742.33	
2024-10	9.88	21560.33	
2024-11	10.28	20655	
2024-12	9.98	20150	
2025-01	8.98	20475	
