month	ct_avg_Tdx收盘价	股东人数
2008-06	28.91	22561.5	
2008-09	24.86	22136	
2008-12	23.68	18552	
2009-03	29.69	19226	
2009-06	31.38	22963	
2009-09	25.52	22903	
2009-12	36.16	14385	
2010-03	38.96	13897	
2010-06	28.58	24102	
2010-09	25.66	28170	
2010-12	34.74	22425	
2011-03	34.65	23338	
2011-06	19.14	30562	
2011-09	17.62	31939	
2011-12	12.33	34000	
2012-03	12.53	35495	
2012-06	10.79	34532	
2012-09	8.51	33826	
2012-12	8.22	32839	
2013-03	9.39	32781	
2013-06	7.2	35476	
2013-09	9.01	31692	
2013-12	7.77	35063	
2014-03	7.94	39106	
2014-06	8.49	38173	
2014-09	10.71	40535	
2014-12	11.15	35716	
2015-03	14.2	28860	
2015-06	20.03	29864	
2015-09	12.61	26654	
2015-12	15.81	27416	
2016-03	13.09	27190	
2016-06	13.76	26795	
2016-09	14.56	28257	
2016-12	12.73	32568	
2017-03	12.57	33074	
2017-06	12.92	32103	
2017-09	13.14	35256	
2017-12	11.88	32568	
2018-03	12.09	32093	
2018-06	11.27	29432	
2018-09	11.57	28136	
2018-10	10.81	28000	
2018-11	10.66	29000	
2018-12	10.65	29004	
2019-02	11.09	29000	
2019-03	11.5	30227	
2019-05	10.76	28500	
2019-06	10.74	30201	
2019-07	10.4	30000	
2019-08	10.46	30000	
2019-09	10.76	29356	
2019-10	10.44	29000	
2019-12	10.54	29616	
2020-02	12.19	27000	
2020-03	12.65	25259	
2020-04	11.76	24000	
2020-05	12.58	24500	
2020-06	12.87	23249	
2020-07	13.89	24000	
2020-08	15.71	22500	
2020-09	14.84	22139	
2020-11	15.67	21500	
2020-12	15.72	20243.5	
2021-01	16.79	20500	
2021-02	19.25	20500	
2021-03	17.48	21110.67	
2021-04	16.36	25000	
2021-06	19.43	26719	
2021-08	20.85	27000	
2021-09	22.06	25358.33	
2021-10	19.71	29000	
2021-11	20.13	33000	
2021-12	20.14	35886.5	
2022-01	19.63	36000	
2022-02	19.02	35000	
2022-03	17.46	34625	
2022-06	15.58	33095	
2022-09	17.6	29490	
2022-11	19.7	25333.33	
2022-12	21.67	22593.33	
2023-01	23.52	21000	
2023-02	26.68	22120	
2023-03	24.82	21690.67	
2023-04	21.95	22500	
2023-05	21.49	22500	
2023-06	22.13	22185	
2023-07	23.45	22000	
2023-08	20.28	24000	
2023-09	18.41	25239	
2023-10	15.49	27000	
2023-11	15.96	27333.33	
2023-12	14.91	29444	
2024-01	12.87	30000	
2024-02	11.31	30000	
2024-03	11.82	33153	
2024-04	11.45	39000	
2024-05	11	41000	
2024-06	9.67	40048.25	
2024-07	8.34	40000	
2024-08	8.16	39333.33	
2024-09	8.3	39147	
2024-10	9.88	37666.67	
2024-11	10.28	39333.33	
2024-12	9.98	40666.67	
2025-01	8.98	40000	
