month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2020-08	1.34	0.05	
2020-09	1.26	-0.02	
2020-10	1.27	-0.02	
2020-11	1.26	-0.02	
2020-12	1.2	-0.07	
2021-01	1.13	-0.13	
2021-02	1.02	-0.22	
2021-03	1.09	-0.17	
2021-04	1.11	-0.15	
2021-05	1.08	-0.18	
2021-06	1.06	-0.2	
2021-07	1.1	-0.17	
2021-08	1.19	-0.11	
2021-09	1.18	-0.11	
2021-10	1.14	-0.14	
2021-11	1.08	-0.19	
2021-12	1.11	-0.17	
2022-01	1.12	-0.16	
2022-02	1.11	-0.17	
2022-03	1.02	-0.24	
2022-04	0.92	-0.31	
2022-05	0.91	-0.32	
2022-06	0.95	-0.29	
2022-07	0.93	-0.31	
2022-08	0.92	-0.31	
2022-09	0.88	-0.34	
2022-10	0.88	-0.34	
2022-11	0.94	-0.3	
2022-12	0.96	-0.28	
2023-01	1.05	-0.22	
2023-02	1.08	-0.19	
2023-03	1.02	-0.23	
2023-04	0.97	-0.27	
2023-05	0.97	-0.27	
2023-06	0.96	-0.27	
2023-07	0.95	-0.27	
2023-08	0.95	-0.26	
2023-09	0.92	-0.28	
2023-10	0.88	-0.3	
2023-11	0.91	-0.27	
2023-12	0.96	-0.22	
2024-01	0.89	-0.28	
2024-02	0.7	-0.43	
2024-03	0.74	-0.39	
2024-04	0.7	-0.41	
2024-05	0.72	-0.39	
2024-06	0.62	-0.47	
2024-07	0.6	-0.48	
2024-08	0.59	-0.49	
2024-09	0.6	-0.48	
2024-10	0.72	-0.37	
2024-11	0.79	-0.3	
2024-12	0.85	-0.24	
2025-01	0.72	-0.36	
