month	ct_avg_Tdx收盘价	股东人数
2008-09	3.43	4847	
2008-12	4.32	4152	
2009-03	4.42	4045	
2009-06	4.98	3800	
2009-09	4.66	3567	
2009-12	5.65	3358	
2010-06	4.92	3161	
2010-09	5.36	3045	
2010-12	7.67	2851	
2011-03	7.7	2790	
2011-06	6.79	2761	
2011-09	4.71	2714	
2011-12	4.85	2705	
2012-03	4.65	2670	
2012-06	4.75	2656	
2012-09	4.05	2648	
2012-12	4.93	2617	
2013-03	4.48	2594	
2013-06	3.99	2582	
2013-09	4.08	2561	
2013-12	5.18	2533	
2014-03	4.32	2510	
2014-06	4.32	2496	
2014-09	5.25	2448	
2014-12	6.38	2424	
2015-03	13.9	2296	
2015-06	22.73	2524	
2015-12	13.16	1217875	
2016-03	10.22	2559	
2016-06	9.22	2566	
2016-09	9.14	2566	
2016-12	10.21	2559	
2017-03	10.26	2538	
2017-06	10.05	2522	
2017-09	9.85	2508	
2018-03	10.35	2425	
2018-06	8.32	2434	
2018-09	8.27	2430	
2018-12	9.11	2419	
2019-03	9.31	2679	
2019-06	8.06	2675	
2019-09	7.53	2683	
2019-12	6.99	2683	
2020-06	5.74	2694	
2020-09	5.62	2691	
2020-12	5.44	2694	
2021-03	6.51	2678	
2021-06	6.13	2688	
2021-09	6.59	2686	
2021-12	6.13	2686	
2022-03	5.55	2689	
2022-06	5.14	2703	
2022-09	4.89	2707	
2022-12	5.22	2718	
2023-03	6.1	2704	
2023-06	6.51	2174	
2023-09	5.9	2160	
2023-12	5.18	2160	
2024-03	6.6	2152	
2024-06	7.09	2135	
2024-09	7.06	2131	
