month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
1999-07	22.58	10.39	0	51.5	1.66	53.13	
1999-08	22.93	10.52	0.03	71.47	1.64	71.92	
1999-09	24.03	11.06	0.08	83.85	1.7	84.05	
1999-10	21.87	10.24	-0.01	63.95	1.44	65.07	
1999-11	21.33	10.09	-0.03	44.32	1.36	50.24	
1999-12	18.6	8.8	-0.15	11.61	1.01	17.13	
2000-01	18.25	8.63	-0.17	-15.37	0.94	-6.39	
2000-02	18.72	8.86	-0.15	-18.43	0.96	-5.11	
2000-03	18.61	8.8	-0.15	-22.01	0.91	-10.99	
2000-04	18.85	8.92	-0.13	-19.2	0.9	-12.95	
2000-05	18.09	8.55	-0.16	-40.57	0.79	-36.36	
2000-06	18.32	8.67	-0.15	-44.86	0.79	-43.83	
2000-07	17.97	8.5	-0.16	-68.45	0.72	-63.82	
2000-08	18.24	8.63	-0.14	-49.81	0.73	-49.88	
2000-09	16.93	8.01	-0.19	-85.71	0.58	-80.66	
2000-10	17.26	8.16	-0.17	-81.09	0.59	-78.67	
2000-11	15.94	8.47	-0.22	-92.17	0.63	-53.13	
2000-12	14.94	8.09	-0.26	-99.11	0.54	-77.59	
2001-01	14.52	7.86	-0.27	-95.34	0.48	-91.01	
2001-02	14.26	7.72	-0.27	-95.83	0.43	-93.85	
2001-03	16.09	8.71	-0.17	-61.16	0.6	-36.04	
2001-04	16.28	8.81	-0.15	-36.44	0.6	9.65	
2001-05	15.68	8.49	-0.17	-50	0.52	3.62	
2001-06	15.67	8.48	-0.15	-41.61	0.5	13.65	
2001-07	15.07	8.16	-0.16	-65.58	0.43	-23.9	
2001-08	13.21	7.15	-0.25	-84.59	0.24	-69.95	
2001-09	12.63	6.84	-0.27	-91.25	0.18	-86.96	
2001-10	13.17	7.13	-0.23	-80.31	0.22	-79.91	
2001-11	13.37	7.24	-0.21	-71.31	0.23	-71.1	
2001-12	12.7	6.88	-0.25	-81.51	0.15	-81.63	
2002-01	10.74	5.81	-0.36	-97.72	-0.03	-97.5	
2002-02	10.46	5.66	-0.37	-93.48	-0.06	-93.48	
2002-03	11.31	6.13	-0.32	-81.29	0.01	-81.38	
2002-04	10.89	5.9	-0.34	-85.63	-0.04	-85.67	
2002-05	11.24	6.09	-0.31	-72.69	-0.01	-71.58	
2002-06	12.11	6.56	-0.25	-50.89	0.05	-48.84	
2002-07	14.72	8	-0.09	11.93	0.27	15.53	
2002-08	15.13	8.27	-0.07	42.21	0.3	45.01	
2002-09	14.62	8.02	-0.1	44.69	0.25	47.81	
2002-10	13.13	7.18	-0.19	19.54	0.11	23.56	
2002-11	12.58	6.88	-0.23	2.72	0.05	6.89	
2002-12	11.21	6.13	-0.31	-37.34	-0.07	-35.23	
2003-01	10.95	5.99	-0.32	-45.36	-0.1	-44.87	
2003-02	11.21	6.12	-0.31	-50.28	-0.08	-50.36	
2003-03	11.11	6.08	-0.31	-55.91	-0.1	-56.34	
2003-04	12.43	6.8	-0.23	-20.94	0	-20.09	
2003-05	12.5	6.84	-0.23	-8.04	0	-8.15	
2003-06	11.82	6.46	-0.27	-34.01	-0.06	-31.89	
2003-07	10.96	6	-0.33	-67.2	-0.14	-64.36	
2003-08	10.7	5.85	-0.34	-73.79	-0.16	-73.22	
2003-09	9.78	5.36	-0.4	-86.85	-0.24	-86.65	
2003-10	8.91	4.96	-0.45	-94.33	-0.3	-93.7	
2003-11	8.1	4.51	-0.5	-95.94	-0.36	-96.12	
2003-12	8.67	4.82	-0.47	-79.66	-0.32	-79.62	
2004-01	9.18	5.1	-0.43	-67.51	-0.29	-65.66	
2004-02	10.44	5.8	-0.36	-31.79	-0.2	-28.8	
2004-03	10.79	6	-0.34	-0.31	-0.17	2.91	
2004-04	9.85	5.48	-0.4	-14.89	-0.25	-10.15	
2004-05	9.18	5.1	-0.44	-52.51	-0.31	-49.83	
2004-06	9.16	5.08	-0.44	-55.95	-0.31	-54.06	
2004-07	8.39	4.66	-0.49	-74.11	-0.37	-73.38	
2004-08	8.08	4.49	-0.51	-81.7	-0.4	-81.41	
2004-09	8.27	4.6	-0.49	-73.46	-0.39	-71.67	
2004-10	7.53	4.19	-0.54	-79.46	-0.44	-79.63	
2004-11	7.11	3.96	-0.56	-86.61	-0.47	-84.7	
2004-12	6.88	3.82	-0.57	-94.2	-0.49	-94.14	
2005-01	6.35	3.54	-0.6	-97.18	-0.52	-97.19	
2005-02	6.54	3.64	-0.59	-88.32	-0.51	-87.98	
2005-03	5.88	3.27	-0.63	-97.05	-0.56	-96.97	
2005-04	6.21	3.46	-0.6	-82.01	-0.53	-81.29	
2005-05	6.12	3.4	-0.6	-82.77	-0.54	-82.93	
2005-06	6.24	3.47	-0.59	-66.92	-0.53	-66.23	
2005-07	5.79	3.22	-0.62	-86.27	-0.56	-86.14	
2005-08	6.13	3.41	-0.59	-65.33	-0.53	-64.91	
2005-09	6.17	3.4	-0.58	-39.8	-0.53	-45.58	
2005-10	5.96	3.25	-0.58	-58.67	-0.54	-77.96	
2005-11	5.7	3.17	-0.59	-83.6	-0.55	-90.58	
2005-12	5.99	3.33	-0.57	-64.37	-0.52	-59.9	
2006-01	6.26	3.48	-0.54	-17.69	-0.49	-16.91	
2006-02	6.48	3.6	-0.52	5.1	-0.47	5.67	
2006-03	6.37	3.54	-0.52	24.92	-0.47	28.42	
2006-04	6.78	3.77	-0.48	56.83	-0.43	56.7	
2006-05	8.26	4.64	-0.36	81.67	-0.3	84.28	
2006-06	7.31	4.32	-0.43	76.17	-0.34	79.06	
2006-07	7.41	4.18	-0.41	76.28	-0.35	70.54	
2006-08	6.94	3.86	-0.45	55.55	-0.4	43.32	
2006-09	7.51	4.18	-0.39	76.27	-0.34	64.29	
2006-10	9.22	5.08	-0.25	94.39	-0.2	87.92	
2006-11	10.95	6.09	-0.1	98.42	-0.03	97.16	
2006-12	13.4	7.45	0.1	98.43	0.18	98.26	
2007-01	16.49	9.17	0.35	99.02	0.45	99.02	
2007-02	19.03	10.58	0.55	97.86	0.66	97.86	
2007-03	18.74	10.42	0.53	90.83	0.63	90.87	
2007-04	21.96	12.42	0.78	99.11	0.93	99.19	
2007-05	27.99	15.52	1.24	99.6	1.37	99.31	
2007-06	32.28	17.48	1.55	98.47	1.63	98.47	
2007-07	30.1	18.42	1.35	92.64	1.72	92.82	
2007-08	38.14	23.33	1.92	96.97	2.36	96.93	
2007-09	37.03	22.65	1.78	86.12	2.19	86.07	
2007-10	41.81	25.58	2.1	97.67	2.52	97.67	
2007-11	39.88	24.4	1.92	83.52	2.3	83.52	
