month	ct_avg_Tdx收盘价	股东人数
1997-12	8.35	21496	
1998-12	20.3	5886	
1999-12	14.23	22922	
2000-12	10.91	63965	
2001-06	11.31	59178	
2001-12	8.55	55243	
2002-06	8.02	47914	
2002-09	9.87	43283	
2002-12	8.08	42751	
2003-03	8.23	42663	
2003-06	6.86	41395	
2003-09	6.03	42293	
2003-12	4.95	41392	
2004-03	4.95	40593	
2004-06	3.28	38672	
2004-09	3.12	38523	
2004-12	3.17	38755	
2005-03	3.72	42383	
2005-06	2.7	41573	
2005-09	2.84	40648	
2005-12	2.45	40507	
2006-03	2.62	38557	
2006-06	7.7	28964	
2010-03	55.14	23642	
2010-06	34.33	25729	
2010-09	31.78	29747	
2010-12	51.3	31991	
2011-03	42.38	54857	
2011-06	34.92	60251	
2011-09	30.83	60246	
2011-12	23.7	58953	
2012-03	28.55	52069	
2012-06	30.84	53597	
2012-09	12.04	82497	
2012-12	13.34	79052	
2013-03	14.6	104104	
2013-06	12.25	98992	
2013-09	12.21	91544	
2013-12	12.77	93157	
2014-03	10.06	106993	
2014-06	9.92	105660	
2014-09	10.63	104872	
2014-12	24.3	160335	
2015-03	24.55	166725	
2015-06	26.41	2282	
2015-09	13.54	2187	
2015-12	20.21	2120	
2016-03	15.19	2104	
2016-06	16.11	2089	
2016-09	16.41	2066	
2016-12	17.53	2050	
2017-03	17.33	2021	
2017-06	16.87	1990	
2017-09	19.04	1941	
2017-12	17.08	1886	
2018-03	16.51	1813	
2018-06	13.73	1794	
2018-09	13.46	1766	
2018-12	13.04	1766	
2019-03	16.62	1756	
2019-06	13.17	1747	
2019-09	14.21	1735	
2019-12	14.26	1728	
2020-03	14.4	1718	
2020-06	13.73	1703	
2020-09	16.12	1667	
2021-03	15.7	1605	
2021-06	15.34	1580	
2021-09	22.79	1546	
2021-12	24.54	1528	
2022-03	17.68	1519	
2022-06	18.4	1503	
2022-09	15.82	1500	
2022-12	15.84	1499	
2023-03	15.84	1488	
2023-06	14.85	1480	
2023-09	14.98	1460	
2023-12	14.2	1447	
2024-03	13.9	1446	
2024-06	12.53	1434	
2024-09	12.86	1420	
