month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
1999-07	18.6	34.65	
1999-08	18.78	48.13	
1999-09	17.31	28.33	
1999-10	14.78	-27.57	
1999-11	14.53	-49.43	
1999-12	14.23	-69.39	
2000-01	15.04	-59.35	
2000-02	15.46	-39.37	
2000-03	15.48	-34.32	
2000-04	16.26	5.4	
2000-05	16.46	26.21	
2000-06	11.68	-47.4	
2000-07	11.01	-83.55	
2000-08	11.19	-85.29	
2000-09	10.46	-91.62	
2000-10	10.43	-90.02	
2000-11	10.83	-72.89	
2000-12	10.91	-62.9	
2001-01	11	-43.11	
2001-02	10.5	-72.57	
2001-03	10.58	-73.82	
2001-04	10.75	-44.9	
2001-05	10.9	-31	
2001-06	11.31	10.89	
2001-07	10.84	4.68	
2001-08	9.8	-56.76	
2001-09	8.86	-91.07	
2001-10	7.94	-97.47	
2001-11	8.13	-87.09	
2001-12	8.55	-77.68	
2002-01	7.1	-92.19	
2002-02	7.28	-89.11	
2002-03	8.23	-65.65	
2002-04	8.33	-44.72	
2002-05	8.07	-45.39	
2002-06	8.02	-66.64	
2002-07	10	23.21	
2002-08	9.69	39.04	
2002-09	9.87	55.09	
2002-10	9.69	60.66	
2002-11	8.48	19.98	
2002-12	8.08	-21.55	
2003-01	8.07	-37.81	
2003-02	8.54	-28.75	
2003-03	8.23	-45.36	
2003-04	7.26	-70.41	
2003-05	6.73	-81.19	
2003-06	6.86	-87.63	
2003-07	6.96	-80.59	
2003-08	6.62	-94.13	
2003-09	6.03	-95.62	
2003-10	5.53	-97.42	
2003-11	4.8	-96.29	
2003-12	4.95	-88.28	
2004-01	4.6	-93.82	
2004-02	5.41	-65.41	
2004-03	4.95	-73.62	
2004-04	4.76	-72.19	
2004-05	4.22	-94.46	
2004-06	3.28	-98.74	
2004-07	3.39	-88.64	
2004-08	3.07	-96.71	
2004-09	3.12	-88.07	
2004-10	3.33	-68.39	
2004-11	3.37	-55.32	
2004-12	3.17	-64.91	
2005-01	3.31	-51.83	
2005-02	3.43	-20.26	
2005-03	3.72	10.84	
2005-04	3.09	-23.3	
2005-05	2.62	-66.41	
2005-06	2.7	-79.14	
2005-07	2.36	-91.03	
2005-08	2.7	-72.48	
2005-09	2.84	-53.53	
2005-10	2.77	-53.85	
2005-11	2.61	-73.26	
2005-12	2.45	-83.2	
2006-01	2.68	-53.63	
2006-02	2.74	-24.95	
2006-03	2.62	-45.66	
2006-04	3.04	12.5	
2006-05	5.18	71.18	
2006-06	7.7	89.29	
2006-10	10.3	92.6	
2010-02	53.65	99.7	
2010-03	55.14	97.36	
2010-04	51.13	85.54	
2010-05	36.04	70.11	
2010-06	34.33	64.19	
2010-07	30.43	44.02	
2010-08	31.36	36.86	
2010-09	31.78	32.89	
2010-10	48.82	62.83	
2010-11	52.26	76.46	
2010-12	51.3	78.88	
2011-01	47.5	67.14	
2011-02	46.11	56.31	
2011-03	42.38	26.4	
2011-04	38.55	-6.75	
2011-05	33.28	-30.31	
2011-06	34.92	-32.06	
2011-07	36.65	-28.23	
2011-08	32.27	-48.76	
2011-09	30.83	-68.54	
2011-10	31.96	-67.24	
2011-11	30.65	-77.08	
2011-12	23.7	-95.7	
2012-01	22.72	-91.07	
2012-02	24.85	-79.95	
2012-03	28.55	-55.64	
2012-04	30.6	-28.26	
2012-05	31.95	0.21	
2012-06	30.84	8.98	
2012-07	16.74	-55.48	
2012-08	12.63	-90.57	
2012-09	12.04	-87.86	
2012-10	13.37	-75.64	
2012-11	12.36	-87.7	
2012-12	13.34	-71.51	
2013-01	15.01	-40.4	
2013-02	15.77	-27.68	
2013-03	14.6	-30.78	
2013-04	13.23	-52.33	
2013-05	13.67	-43.06	
2013-06	12.25	-60.03	
2013-07	11.69	-72.52	
2013-08	12.04	-68.83	
2013-09	12.21	-60.62	
2013-10	11.77	-69.35	
2013-11	11.89	-71.77	
2013-12	12.77	-27.52	
2014-01	11.73	-58.59	
2014-02	11.35	-76.45	
2014-03	10.06	-93.66	
2014-04	10.34	-87.76	
2014-05	10.31	-84.96	
2014-06	9.92	-94.73	
2014-07	9.87	-91.73	
2014-08	10.5	-53.66	
2014-09	10.63	-36.78	
2014-10	11.09	1.84	
2014-11	13.97	34.94	
2014-12	24.3	71.66	
2015-01	24.56	86.97	
2015-02	22.92	81.67	
2015-03	24.55	84.29	
2015-04	29.21	95.19	
2015-05	27.53	85.04	
2015-06	26.41	73.09	
2015-07	20.03	24.22	
2015-08	16.87	-9.35	
2015-09	13.54	-42.9	
2015-10	15.32	-43.59	
2015-11	18.63	-26.49	
2015-12	20.21	-9.71	
2016-01	15.76	-44.87	
2016-02	13.98	-67.02	
2016-03	15.19	-65.06	
2016-04	16.49	-48.48	
2016-05	15.48	-70.45	
2016-06	16.11	-51.43	
2016-07	16.89	-9.91	
2016-08	17.08	9.67	
2016-09	16.41	3.93	
2016-10	17	24.16	
2016-11	18.7	55.88	
2016-12	17.53	40.42	
2017-01	17.16	25.15	
2017-02	17.68	46.58	
2017-03	17.33	29.23	
2017-04	16.85	-11.86	
2017-05	16.03	-46.07	
2017-06	16.87	-34.5	
2017-07	17.36	8.33	
2017-08	17.65	34.01	
2017-09	19.04	59.48	
2017-10	18.51	67.96	
2017-11	17.94	54.1	
2017-12	17.08	12.16	
2018-01	18.39	27.52	
2018-02	17.1	34.94	
2018-03	16.51	-26.02	
2018-04	16.08	-56.1	
2018-05	15.46	-67.73	
2018-06	13.73	-83.66	
2018-07	13.27	-91.64	
2018-08	13.29	-87	
2018-09	13.46	-75.42	
2018-10	12.28	-89.98	
2018-11	13.22	-76.42	
2018-12	13.04	-69.64	
2019-01	13.18	-62.09	
2019-02	15.01	-25.42	
2019-03	16.62	32.57	
2019-04	16.25	45.92	
2019-05	13.58	3.88	
2019-06	13.17	-22.09	
2019-07	13.83	-19.6	
2019-08	12.85	-43.38	
2019-09	14.21	-15.76	
2019-10	13.8	-22.47	
2019-11	13.51	-38.31	
2019-12	14.26	-16.27	
2020-01	15.38	41.35	
2020-02	14.65	36.96	
2020-03	14.4	37.38	
2020-04	13.74	-15.26	
2020-05	13.48	-33.09	
2020-06	13.73	-31.47	
2020-07	16.29	60.4	
2020-08	15.8	80.14	
2020-09	16.12	85.43	
2020-10	16.03	84.32	
2020-11	16.71	90.6	
2020-12	16.19	74.88	
2021-01	16.64	79.91	
2021-02	16.05	61.43	
2021-03	15.7	26.16	
2021-04	15.17	-9.1	
2021-05	15.16	-26.14	
2021-06	15.34	-27.47	
2021-07	14.88	-55.11	
2021-08	18.68	25.32	
2021-09	22.79	84.47	
2021-10	20.68	85.16	
2021-11	21.47	84.54	
2021-12	24.54	92.93	
2022-01	22.27	74.48	
2022-02	19.39	40.96	
2022-03	17.68	8.93	
2022-04	16.79	-12.55	
2022-05	16.19	-34.59	
2022-06	18.4	-22.19	
2022-07	16.96	-43.62	
2022-08	16.02	-64.48	
2022-09	15.82	-72.36	
2022-10	14.49	-87.22	
2022-11	15.16	-80.48	
2022-12	15.84	-63.27	
2023-01	16.62	-46.26	
2023-02	16.63	-15.71	
2023-03	15.84	-36.88	
2023-04	15.99	-22.93	
2023-05	15.52	-53.12	
2023-06	14.85	-77.9	
2023-07	15.02	-74.36	
2023-08	15.93	-30.59	
2023-09	14.98	-67.5	
2023-10	14.61	-72.95	
2023-11	14.77	-75.93	
2023-12	14.2	-91.07	
2024-01	13.89	-95.37	
2024-02	13.87	-89.35	
2024-03	13.9	-82.74	
2024-04	13.06	-96.88	
2024-05	13.1	-90.4	
2024-06	12.53	-98.87	
2024-07	11.97	-93.91	
2024-08	11.95	-92.94	
2024-09	12.86	-69.74	
2024-10	16.17	2.73	
2024-11	16.9	36.78	
2024-12	16.59	51.22	
2025-01	15.47	51.49	
2025-02	15.75	57.68	
