month	ct_avg_Tdx收盘价	人均持股
2017-06	64.92	760	
2017-07	60.61	1212	
2017-08	56.89	1277.5	
2017-09	69.44	1528	
2017-10	76.98	1638	
2017-12	92.8	2080	
2018-01	83.76	2105	
2018-03	100.4	2609.33	
2018-04	121.84	2418.5	
2018-05	115.23	2383	
2018-06	110.19	5904.33	
2018-07	112.83	8417.67	
2018-08	108.15	8309.67	
2018-09	94.02	8450.25	
2018-10	73.91	7634	
2018-11	78.64	7999.67	
2018-12	73.68	7371	
2019-01	71.51	8109	
2019-02	82.83	7959	
2019-03	96.37	7927.25	
2019-04	89.41	7882	
2019-05	94.12	9273.33	
2019-06	97.57	10232	
2019-09	163.66	6484	
2019-12	256.95	4782	
2020-01	261.23	3993	
2020-02	296.76	5426.5	
2020-03	261.83	5125.67	
2020-04	286.55	4768	
2020-06	250.53	9563	
2020-09	287.08	8298	
2020-12	280.29	8193	
2021-01	300.7	7918	
2021-03	232.14	9836.33	
2021-04	252.2	10917	
2021-05	256.53	10816.33	
2021-06	252.22	13250	
2021-07	263.87	14288	
2021-08	343.12	15138.67	
2021-09	318	15339	
2021-10	322.59	14783.5	
2021-11	344.4	15205.67	
2021-12	321.95	14566	
2022-01	287.85	16442	
2022-02	314.66	19883.5	
2022-03	329.97	19402	
2022-04	291.29	18064	
2022-05	288.34	16870	
2022-06	237.66	14150.5	
2022-09	146.58	18493.5	
2022-10	149.66	20242	
2022-11	167.88	20400.33	
2022-12	176.49	23272.5	
2023-01	173.21	21542.5	
2023-02	170.78	17542	
2023-03	153.16	15742	
2023-06	96.9	19368	
2023-09	78.99	22556	
2023-12	85.21	24204	
2024-03	70.04	22680	
2024-06	82.47	24092	
2024-09	71.28	22921	
