month	ct_avg_前复权价格	股东人数
1997-12	0.88	49393	
1998-06	0.88	52061	
1998-12	0.77	51936	
1999-06	0.8	49571	
1999-12	0.84	41421	
2000-12	1.03	29907	
2001-06	1.11	32465	
2001-12	0.89	32790	
2002-03	0.99	35746	
2002-06	0.95	30763	
2002-09	0.96	29786	
2002-12	0.87	28651	
2003-03	0.91	28944	
2003-06	0.95	27105	
2003-09	0.8	26682	
2003-12	0.86	25646	
2004-03	1.2	19088	
2004-06	0.97	20936	
2004-09	0.85	20765	
2004-12	0.96	19757	
2005-03	1	20119	
2005-06	1.03	19498	
2005-09	1.05	20047	
2005-12	0.99	19518	
2006-03	1.22	24396	
2006-06	2.05	26175	
2006-09	2.2	24888	
2006-12	3.18	17667	
2007-03	4.09	31163	
2007-06	6.8	11955	
2007-09	9.37	18405	
2007-12	8.51	19038	
2008-03	7.29	18636	
2008-06	5.01	36953	
2008-09	4.1	40465	
2008-12	3.28	35819	
2009-03	4.09	39398	
2009-06	4.71	55083	
2009-09	5.43	29527	
2009-12	7.3	31588	
2010-03	6.95	35924	
2010-06	6.13	44316	
2010-09	8.33	27769	
2010-12	8.71	39429	
2011-03	10.26	33087	
2011-06	8.85	32935	
2011-09	8.11	33193	
2011-12	9.43	28910	
2012-03	11.09	29889	
2012-06	10.68	32333	
2012-09	10.6	30991	
2012-12	10.12	25725	
2013-03	12.14	23338	
2013-06	14.99	32513	
2013-09	15.6	38468	
2013-12	14.8	42276	
2014-03	13.86	49787	
2014-06	13.16	50762	
2014-09	15.93	44780	
2014-12	17.86	35733	
2015-03	23.87	36295	
2015-06	29.21	82425	
2015-09	24.24	60133	
2015-12	28.59	50250	
2016-03	25.92	59377	
2016-06	28.06	55093	
2016-09	31.3	43232	
2016-12	28.32	67206	
2017-02	28.49	72536	
2017-03	29.69	66573	
2017-06	31.28	49274	
2017-09	33.54	47119	
2017-12	34.86	45994	
2018-03	34.64	51163	
2018-06	31.46	52222	
2018-09	21.95	58529	
2018-12	18.06	60627	
2019-03	21.01	78815	
2019-06	20.21	69237	
2019-09	23.2	59985	
2019-12	22.61	64086	
2020-03	21.95	58105	
2020-06	20.47	62059	
2020-09	26.39	45492	
2020-12	29.48	60217	
2021-03	26.25	65060	
2021-06	22.99	83439	
2021-09	20.98	102079	
2021-12	19.57	109432	
2022-03	15.67	116364	
2022-06	15.97	153203	
2022-09	14.16	135534	
2022-12	14.59	129355	
2023-03	19.68	91354	
2023-06	27.3	60255	
2023-09	27.14	55003	
2023-12	26.93	52888	
2024-03	38.39	42874	
2024-06	54.64	55836	
2024-09	48.47	50690	
