month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2018-05	0.98	0.32	
2018-06	0.86	0.16	
2018-07	0.81	0.09	
2018-08	0.82	0.11	
2018-09	0.81	0.09	
2018-10	0.82	0.11	
2018-11	0.94	0.27	
2018-12	0.93	0.24	
2019-01	1	0.33	
2019-02	1.16	0.55	
2019-03	1.25	0.64	
2019-04	1.21	0.59	
2019-05	1.02	0.32	
2019-06	1.13	0.47	
2019-07	1.17	0.5	
2019-08	1.08	0.38	
2019-09	1.11	0.41	
2019-10	1.01	0.28	
2019-11	0.97	0.23	
2019-12	1.05	0.31	
2020-01	1.12	0.38	
2020-02	1.06	0.31	
2020-03	1.02	0.24	
2020-04	1	0.22	
2020-05	0.99	0.19	
2020-06	1.03	0.23	
2020-07	1.24	0.48	
2020-08	1.2	0.41	
2020-09	1.18	0.37	
2020-10	1.19	0.38	
2020-11	1.09	0.25	
2020-12	1.04	0.18	
2021-01	1.05	0.19	
2021-02	0.98	0.1	
2021-03	0.97	0.09	
2021-04	0.94	0.04	
2021-05	0.93	0.03	
2021-06	0.91	0	
2021-07	0.87	-0.04	
2021-08	0.9	-0.01	
2021-09	1.05	0.14	
2021-10	0.95	0.03	
2021-11	0.92	-0.01	
2021-12	1	0.06	
2022-01	1.02	0.09	
2022-02	0.99	0.04	
2022-03	0.87	-0.08	
2022-04	0.83	-0.13	
2022-05	0.76	-0.21	
2022-06	0.82	-0.15	
2022-07	0.79	-0.19	
2022-08	0.78	-0.2	
2022-09	0.77	-0.21	
2022-10	0.74	-0.24	
2022-11	0.77	-0.21	
2022-12	0.78	-0.2	
2023-01	0.75	-0.24	
2023-02	0.77	-0.22	
2023-03	0.76	-0.23	
2023-04	0.84	-0.15	
2023-05	0.86	-0.13	
2023-06	0.83	-0.15	
2023-07	0.89	-0.09	
2023-08	1.04	0.07	
2023-09	1.02	0.05	
2023-10	0.98	0.02	
2023-11	0.98	0.02	
2023-12	0.87	-0.09	
2024-01	0.85	-0.11	
2024-02	0.88	-0.08	
2024-03	0.89	-0.07	
2024-04	0.85	-0.11	
2024-05	0.86	-0.1	
2024-06	0.8	-0.17	
2024-07	0.78	-0.19	
2024-08	0.8	-0.17	
2024-09	0.86	-0.1	
2024-10	1.11	0.16	
2024-11	1.21	0.26	
2024-12	1.17	0.22	
2025-01	1.08	0.11	
