month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2019-02	2.07	0.93	
2019-03	2.33	1.16	
2019-04	2.87	1.61	
2019-05	2.52	1.25	
2019-06	2.71	1.38	
2019-07	2.93	1.53	
2019-08	2.89	1.45	
2019-09	2.91	1.43	
2019-10	3.07	1.5	
2019-11	3.28	1.62	
2019-12	3.27	1.55	
2020-01	3.12	1.4	
2020-02	3.05	1.29	
2020-03	3.18	1.36	
2020-04	3.78	1.72	
2020-05	4.47	2.13	
2020-06	5.25	2.57	
2020-07	6.48	3.24	
2020-08	7.64	3.75	
2020-09	5.85	2.52	
2020-10	5.66	2.31	
2020-11	4.86	1.76	
2020-12	4.03	1.25	
2021-01	3.98	1.19	
2021-02	5.03	1.69	
2021-03	4.54	1.38	
2021-04	5.43	1.77	
2021-05	6.85	2.39	
2021-06	6.64	2.19	
2021-07	7.36	2.42	
2021-08	8.82	2.96	
2021-09	7.47	2.25	
2021-10	6.14	1.6	
2021-11	6.12	1.53	
2021-12	6.51	1.64	
2022-01	5.76	1.28	
2022-02	5.21	1.03	
2022-03	5.29	1.02	
2022-04	5.72	1.14	
2022-05	5.15	0.89	
2022-06	4.91	0.78	
2022-07	4.82	0.72	
2022-08	4.53	0.6	
2022-09	4.19	0.45	
2022-10	4.11	0.41	
2022-11	4.55	0.54	
2022-12	4.22	0.41	
2023-01	4.21	0.39	
2023-02	4.11	0.34	
2023-03	3.94	0.28	
2023-04	3.58	0.15	
2023-05	3.16	0.01	
2023-06	2.84	-0.1	
2023-07	2.8	-0.12	
2023-08	2.7	-0.16	
2023-09	2.49	-0.23	
2023-10	2.46	-0.24	
2023-11	2.52	-0.22	
2023-12	2.4	-0.26	
2024-01	2.16	-0.33	
2024-02	1.85	-0.43	
2024-03	1.83	-0.44	
2024-04	1.54	-0.53	
2024-05	1.51	-0.54	
2024-06	1.28	-0.61	
2024-07	1.18	-0.64	
2024-08	1.16	-0.64	
2024-09	1.11	-0.66	
2024-10	1.61	-0.51	
2024-11	1.61	-0.51	
2024-12	1.43	-0.56	
2025-01	1.21	-0.63	
