month	ct_avg_前复权价格	股东人数
2017-01	1.22	36554	
2017-02	3.24	16178	
2017-03	4.74	11208	
2017-06	3.15	9732	
2017-09	3.05	9562	
2017-12	2.33	9143	
2018-03	2.33	9182	
2018-06	2.41	12608	
2018-07	2.4	12255	
2018-09	1.8	12275	
2018-10	1.7	12531	
2018-11	1.85	13518	
2018-12	1.74	13100	
2019-03	2.38	9440	
2019-06	2.51	15580	
2019-07	2.6	17472	
2019-09	3	14369	
2019-11	7.64	12109	
2019-12	9.68	14624.5	
2020-03	23.08	21254	
2020-04	20.03	18054	
2020-05	20.68	15038	
2020-06	18.81	20063.5	
2020-08	18.71	25839	
2020-09	14.68	30811.5	
2020-12	12.12	26458	
2021-01	9.93	27655.5	
2021-03	7.26	26928	
2021-06	12.47	52107	
2021-08	11.02	40924	
2021-09	9.78	49486	
2021-10	11.5	49322	
2021-12	10.62	44836	
2022-03	8.2	40156.5	
2022-04	6.65	38828	
2022-06	6.39	39024	
2022-09	6.12	37319	
2022-12	8.04	34179	
2023-02	8.63	30756	
2023-03	8.42	37432.5	
2023-06	7.69	38528	
2023-09	7.47	38869	
2023-12	6.98	36998	
2024-03	6.71	39202	
2024-04	5.94	37449	
2024-06	5.96	37574	
2024-07	5.93	39924	
2024-09	6.78	46805	
2024-11	12.08	61458	
2024-12	10.87	49158	
