month	ct_avg_Tdx收盘价	人均持股
2017-01	15.35	547	
2017-02	40.71	1236	
2017-03	59.54	1784	
2017-06	39.57	2055	
2017-09	38.24	2092	
2017-12	29.26	2187	
2018-03	27.26	5165	
2018-06	30.24	3836	
2018-07	30	3947	
2018-09	22.57	3940	
2018-10	21.28	3860	
2018-11	23.17	3578	
2018-12	21.8	3692	
2019-03	29.83	5124	
2019-06	31.42	3104	
2019-07	32.52	2768	
2019-09	37.53	3366	
2019-11	95.6	3994	
2019-12	121.15	3369.5	
2020-03	288.83	3764	
2020-04	250.62	4431	
2020-05	258.78	5320	
2020-06	195.25	5186	
2020-08	180.03	4025	
2020-09	141.31	3427.5	
2020-12	116.63	3989	
2021-01	95.53	3816.5	
2021-03	69.89	3919	
2021-06	79.98	3039	
2021-08	70.68	3869	
2021-09	62.72	3200	
2021-10	73.77	3210	
2021-12	68.1	3551	
2022-03	53.26	3983.5	
2022-04	42.67	4119	
2022-06	40.99	4102	
2022-09	39.25	4289	
2022-12	51.54	4683	
2023-02	55.31	5205	
2023-03	53.94	4277.5	
2023-06	49.31	4156	
2023-09	47.88	4119	
2023-12	44.73	4511	
2024-03	43	4257	
2024-04	38.07	4456	
2024-06	29.27	5773	
2024-07	29.16	5433	
2024-09	33.31	4701.5	
2024-11	59.37	3530	
2024-12	53.43	4413	
