month	ct_avg_Tdx收盘价	人均持股
2011-03	23.52	4673	
2011-06	18.95	5985	
2011-09	18.55	6107	
2011-12	13.47	5273	
2012-01	11.79	5161	
2012-03	13.63	4624	
2012-06	11.43	4341	
2012-09	10.51	4362	
2012-12	10.44	4058	
2013-03	11.29	5012	
2013-06	12.44	5316	
2013-12	15.1	4589	
2014-03	19.8	26968	
2014-06	16.72	22163	
2014-09	19.52	22753	
2014-12	19.69	23942	
2015-03	25.31	27017	
2015-06	48.81	25845	
2015-09	21.46	21941	
2015-12	36.51	21441	
2016-03	27.96	19427	
2016-06	45.48	24095	
2016-09	41.52	19166	
2016-12	38.06	17811	
2017-03	39.07	20142	
2017-06	43.34	30389	
2017-09	48.49	45615	
2017-12	50.61	46949	
2018-03	52.22	52661	
2018-06	59.01	53189	
2018-09	49.55	51977	
2018-12	48.46	51541	
2019-03	57.33	57258	
2019-06	71.88	56084	
2019-09	74.86	52144	
2019-12	88.79	49938	
2020-03	91.66	45398	
2020-06	117.3	47077	
2020-09	157.85	36640	
2020-12	191.05	35781	
2021-03	187.39	34408	
2021-06	212.42	32538	
2021-09	187.23	30748	
2021-12	213.09	38553	
2022-03	141.12	27901	
2022-06	159.5	31866	
2022-09	152.09	34822	
2022-12	130.78	28082	
2023-03	131.16	25308	
2023-06	114.61	33088	
2023-09	149.85	40510	
2023-12	135.58	30072	
2024-03	145.19	36448	
2024-06	120.4	26042	
2024-09	127.04	33219	
