month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2013-02	0.64	12.5	
2013-03	0.6	6.89	
2013-04	0.58	-9.77	
2013-05	0.68	38.39	
2013-06	0.69	53.57	
2013-07	0.61	25.78	
2013-08	0.65	45.58	
2013-09	0.65	53.38	
2013-10	0.69	75.79	
2013-11	0.79	89.37	
2013-12	0.85	92.61	
2014-01	0.85	86.73	
2014-02	1.2	96.99	
2014-03	1.12	88.65	
2014-04	1.1	84.31	
2014-05	0.98	57.86	
2014-06	0.96	43.66	
2014-07	1.06	64.98	
2014-08	1.14	79.21	
2014-09	1.15	79.55	
2014-10	1.15	76.29	
2014-11	1.24	90.76	
2014-12	1.16	71.35	
2015-01	1.15	55.58	
2015-02	1.18	65.06	
2015-03	1.49	94.16	
2015-04	1.69	97.15	
2015-05	2.29	97.9	
2015-06	2.9	92.35	
2015-07	1.84	65.18	
2015-08	1.68	45.54	
2015-09	1.28	1.07	
2015-10	1.55	1.73	
2015-11	1.8	14.54	
2015-12	2.18	55.47	
2016-01	1.66	25.22	
2016-02	1.66	-2.74	
2016-03	1.67	-19.95	
2016-04	2.23	42.81	
2016-05	2.46	61.74	
2016-06	2.77	78.44	
2016-07	2.79	85.88	
2016-08	2.58	70.07	
2016-09	2.53	56.03	
2016-10	2.53	52.96	
2016-11	2.44	30.89	
2016-12	2.32	1.46	
2017-01	2.3	-9.87	
2017-02	2.31	-20.68	
2017-03	2.38	-6.06	
2017-04	2.31	-26.64	
2017-05	2.44	-10.8	
2017-06	2.66	37.7	
2017-07	2.71	54.89	
2017-08	2.75	67.55	
2017-09	3	84.91	
2017-10	3.12	94.8	
2017-11	3.26	92.17	
2017-12	3.13	77.13	
2018-01	3.06	66.68	
2018-02	2.95	37.14	
2018-03	3.23	73.21	
2018-04	3.27	78.77	
2018-05	3.58	90.95	
2018-06	3.7	90.67	
2018-07	3.56	78.04	
2018-08	3.25	39.32	
2018-09	3.12	4.79	
2018-10	2.83	-20.44	
2018-11	3.03	-21.71	
2018-12	3.05	-24.29	
2019-01	3.18	-10.07	
2019-02	3.44	35.6	
2019-03	3.61	49.79	
2019-04	4.33	70.02	
2019-05	4.54	76.34	
2019-06	4.59	83.6	
2019-07	4.95	92.82	
2019-08	4.89	89.81	
2019-09	4.78	74.78	
2019-10	4.99	87.45	
2019-11	5.58	96.22	
2019-12	5.67	92.98	
2020-01	6.3	99.44	
2020-02	6.09	89.2	
2020-03	5.85	77.76	
2020-04	5.84	57.1	
2020-05	7.01	89.98	
2020-06	7.54	98.26	
2020-07	8.6	99.18	
2020-08	10.05	98.72	
2020-09	10.17	88.96	
2020-10	10.24	89.18	
2020-11	12.45	98.04	
2020-12	12.31	88.51	
2021-01	13.13	95.22	
2021-02	13.24	91.37	
2021-03	12.07	66.57	
2021-04	12.44	61.44	
2021-05	11.96	47.12	
2021-06	13.73	74.49	
2021-07	14.04	85.02	
2021-08	13	65.71	
2021-09	12.14	20.53	
2021-10	13.87	43.36	
2021-11	14.15	74.43	
2021-12	13.81	74.26	
2022-01	12.12	15.6	
2022-02	10.32	-31.08	
2022-03	9.37	-60.44	
2022-04	7.7	-85.01	
2022-05	8.98	-73.92	
2022-06	10.43	-54.72	
2022-07	11.12	-33.76	
2022-08	10.36	-36.45	
2022-09	9.94	-48.72	
2022-10	9.42	-45.7	
2022-11	8.66	-76.79	
2022-12	8.55	-77.35	
2023-01	8.68	-71.88	
2023-02	9.17	-52.1	
2023-03	8.57	-59.01	
2023-04	7.58	-86.18	
2023-05	7.11	-94.42	
2023-06	7.53	-81.16	
2023-07	8.81	-38.86	
2023-08	9.3	-5.28	
2023-09	9.89	22.37	
2023-10	9.88	40.55	
2023-11	9.44	29.67	
2023-12	8.95	11.1	
2024-01	8.47	-16.88	
2024-02	8.77	-16.84	
2024-03	9.58	38.9	
2024-04	8.97	16.12	
2024-05	8.64	-15.58	
2024-06	8.01	-57.47	
2024-07	8.12	-64.4	
2024-08	7.88	-83.68	
2024-09	8.46	-63.96	
2024-10	9.72	1.59	
2024-11	9.29	24.32	
2024-12	8.91	32.31	
2025-01	8.84	29.41	
2025-02	8.96	30.18	
