month	ct_avg_Tdx收盘价	股东人数
2011-03	23.52	10272	
2011-06	18.95	10025	
2011-09	18.55	9825	
2011-12	13.47	11379	
2012-01	11.79	11626	
2012-03	13.63	12976	
2012-06	11.43	13823	
2012-09	10.51	13756	
2012-12	10.44	14953	
2013-03	11.29	13875	
2013-06	12.44	13082	
2013-12	15.1	15322	
2014-03	19.8	8833	
2014-06	16.72	10748	
2014-09	19.52	10469	
2014-12	19.69	9980	
2015-03	25.31	8844	
2015-06	48.81	9245	
2015-09	21.46	10890	
2015-12	36.51	11177	
2016-03	27.96	12336	
2016-06	45.48	9946	
2016-09	41.52	12504	
2016-12	38.06	13455	
2017-03	39.07	11898	
2017-06	43.34	7886	
2017-09	48.49	6054	
2017-12	50.61	5882	
2018-03	52.22	5244	
2018-06	59.01	5192	
2018-09	49.55	5313	
2018-12	48.46	5358	
2019-03	57.33	4823	
2019-06	71.88	4924	
2019-09	74.86	5296	
2019-12	88.79	5530	
2020-03	91.66	6083	
2020-06	117.3	5866	
2020-09	157.85	7537	
2020-12	191.05	7718	
2021-03	187.39	8026	
2021-06	212.42	8507	
2021-09	187.23	9291	
2021-12	213.09	7410	
2022-03	141.12	10239	
2022-06	159.5	8965	
2022-09	152.09	8204	
2022-12	130.78	10173	
2023-03	131.16	11288	
2023-06	114.61	8634	
2023-09	149.85	7052	
2023-12	135.58	9500	
2024-03	145.19	7838	
2024-06	120.4	10970	
2024-09	127.04	8600	
