month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2009-01	37.25	0.68	
2009-02	39.35	0.77	
2009-03	39.74	0.77	
2009-04	39.65	0.76	
2009-05	32.85	0.46	
2009-06	34.85	0.54	
2009-07	35.96	0.59	
2009-08	37.57	0.66	
2009-09	42.22	0.85	
2009-10	41.95	0.82	
2009-11	46.76	1.01	
2009-12	49.76	1.11	
2010-01	48.96	1.05	
2010-02	47.63	0.97	
2010-03	43.08	0.76	
2010-04	44.36	0.79	
2010-05	44.03	0.76	
2010-06	44.78	0.77	
2010-07	39.53	0.55	
2010-08	43	0.67	
2010-09	46.68	0.79	
2010-10	46.64	0.76	
2010-11	56	1.08	
2010-12	56.61	1.07	
2011-01	50.51	0.82	
2011-02	51.2	0.82	
2011-03	48.05	0.69	
2011-04	43.73	0.52	
2011-05	31.85	0.1	
2011-06	29.83	0.02	
2011-07	32.11	0.09	
2011-08	31.7	0.07	
2011-09	29.72	0	
2011-10	28.91	-0.04	
2011-11	30.7	0.02	
2011-12	30.21	-0.01	
2012-01	26.65	-0.13	
2012-02	27.01	-0.12	
2012-03	27.02	-0.13	
2012-04	26.92	-0.14	
2012-05	27.82	-0.11	
2012-06	27.88	-0.12	
2012-07	29.2	-0.08	
2012-08	29.71	-0.07	
2012-09	30.55	-0.05	
2012-10	30.43	-0.06	
2012-11	29	-0.11	
2012-12	28.37	-0.13	
2013-01	30.92	-0.06	
2013-02	32.75	-0.01	
2013-03	33.16	0	
2013-04	30.78	-0.08	
2013-05	31.14	-0.07	
2013-06	28.28	-0.16	
2013-07	31.49	-0.07	
2013-08	33.79	-0.01	
2013-09	33.35	-0.03	
2013-10	33.15	-0.04	
2013-11	32.2	-0.07	
2013-12	35.86	0.03	
2014-01	37.51	0.07	
2014-02	37.22	0.05	
2014-03	34.5	-0.03	
2014-04	33.68	-0.06	
2014-05	32.34	-0.1	
2014-06	33.15	-0.08	
2014-07	32.43	-0.11	
2014-08	33.9	-0.07	
2014-09	35.55	-0.03	
2014-10	38.72	0.06	
2014-11	37.72	0.03	
2014-12	37.19	0.01	
2015-01	40.2	0.08	
2015-02	40.91	0.1	
2015-03	43.22	0.15	
2015-04	53.56	0.42	
2015-05	58.87	0.55	
2015-06	52.1	0.36	
2015-07	43.93	0.15	
2015-08	45.74	0.19	
2015-09	45.7	0.19	
2015-10	49.21	0.28	
2015-11	50.93	0.32	
2015-12	50.02	0.29	
2016-01	44.7	0.15	
2016-02	45.71	0.18	
2016-03	47.2	0.22	
2016-04	47.32	0.22	
2016-05	46.49	0.2	
2016-06	42.65	0.11	
2016-07	42.32	0.1	
2016-08	44.24	0.15	
2016-09	43.72	0.13	
2016-10	46.27	0.2	
2016-11	46.1	0.19	
2016-12	46.47	0.2	
2017-01	46.46	0.19	
2017-02	49.13	0.26	
2017-03	52.06	0.32	
2017-04	54.75	0.39	
2017-05	56.42	0.42	
2017-06	50.42	0.27	
2017-07	49.8	0.25	
2017-08	53.14	0.33	
2017-09	58.38	0.45	
2017-10	64.3	0.58	
2017-11	68.67	0.68	
2017-12	68.4	0.66	
2018-01	73.9	0.78	
2018-02	71.74	0.72	
2018-03	81.5	0.93	
2018-04	83.87	0.97	
2018-05	89.18	1.08	
2018-06	77.85	0.8	
2018-07	71.94	0.65	
2018-08	67.27	0.54	
2018-09	61.84	0.41	
2018-10	58.06	0.32	
2018-11	64.19	0.45	
2018-12	57.68	0.3	
2019-01	56.37	0.27	
2019-02	65.9	0.47	
2019-03	70.99	0.58	
2019-04	64.4	0.43	
2019-05	62.62	0.39	
2019-06	62.91	0.39	
2019-07	66.91	0.47	
2019-08	70.51	0.54	
2019-09	80.06	0.74	
2019-10	85.14	0.82	
2019-11	91.11	0.93	
2019-12	85.12	0.78	
2020-01	87.43	0.81	
2020-02	89.19	0.82	
2020-03	86.76	0.75	
2020-04	95.48	0.9	
2020-05	91.95	0.81	
2020-06	86.55	0.68	
2020-07	96.43	0.85	
2020-08	92.33	0.75	
