month	ct_avg_Tdx收盘价	股东人数
2003-12	15.29	9919	
2004-03	22.56	8227	
2004-06	15.2	8635	
2004-09	14.91	8323	
2004-12	13.29	7451	
2005-03	12.54	6750	
2005-06	12.02	6143	
2005-09	14.51	4745	
2005-12	14.27	4315	
2006-03	16.96	4584	
2006-06	25.87	4390	
2006-09	23.59	4209	
2006-12	22.93	5147	
2007-03	26.67	7761	
2007-06	31.1	8594	
2007-09	28.06	15728	
2007-12	27.34	11282	
2008-03	27.01	9798	
2008-06	20.96	8295	
2008-09	16.99	7915	
2008-12	22.29	7104	
2009-03	23.09	7976	
2009-06	35.23	9014	
2009-09	35.78	7867	
2009-12	46.4	6817	
2010-03	51.19	21001	
2010-06	43.5	18147	
2010-09	58.86	13337	
2010-12	75.6	14719	
2011-03	62.45	39667	
2011-06	34.79	37644	
2011-09	35.72	33049	
2011-12	33.48	29778	
2012-01	30.7	32101	
2012-03	32.36	39608	
2012-06	19.09	41729	
2012-09	16.5	42234	
2012-12	14.87	47907	
2013-03	15.75	49493	
2013-06	16.43	43117	
2013-09	15.96	50478	
2013-12	14.53	56953	
2014-03	16.25	62622	
2014-06	13.14	77472	
2014-09	16.17	62878	
2014-12	16.06	74111	
2015-03	17.47	77362	
2015-06	26.25	92201	
2015-09	14.74	84756	
2015-12	15.33	93560	
2016-03	13.55	83474	
2016-06	13.26	83518	
2016-09	15.93	67309	
2016-12	16.15	78923	
2017-06	17.33	76590	
2017-09	16.39	81465	
2017-12	18.64	75245	
2018-03	16.75	73146	
2018-06	16.63	60150	
2018-09	16.69	55968	
2018-12	18.38	50931	
2019-03	20.84	73609	
2019-06	18.03	62936	
2019-09	20.01	52050	
2019-12	21.23	51314	
2020-03	20.86	70440	
2020-06	19.77	66772	
2020-09	20.51	65658	
2020-12	24.03	46643	
2021-03	29.8	52021	
2021-06	27.82	62878	
2021-09	34.05	66390	
2021-12	42.51	93215	
2022-03	32.58	96640	
2022-06	31.45	98325	
2022-09	25.37	99179	
2022-12	25.52	98103	
2023-03	26.87	88479	
2023-06	25.75	80321	
2023-09	22.82	77188	
2023-12	21.4	73961	
2024-03	24.44	65440	
2024-06	24.19	73053	
2024-09	25.7	67376	
