month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2012-01	22.71	1.85	
2012-02	23.71	1.89	
2012-03	23.93	1.84	
2012-04	22.38	1.59	
2012-05	22.47	1.54	
2012-06	21.27	1.35	
2012-07	18.13	0.97	
2012-08	18.14	0.93	
2012-09	18.71	0.96	
2012-10	19.74	1.03	
2012-11	17.5	0.77	
2012-12	16.55	0.65	
2013-01	18.45	0.81	
2013-02	18.66	0.8	
2013-03	17.52	0.66	
2013-04	17.89	0.67	
2013-05	23.84	1.18	
2013-06	24	1.15	
2013-07	23.02	1.02	
2013-08	24.15	1.08	
2013-09	25.09	1.12	
2013-10	21.85	0.82	
2013-11	20.66	0.69	
2013-12	22.85	0.84	
2014-01	23.21	0.83	
2014-02	25.42	0.97	
2014-03	25.56	0.95	
2014-04	22.82	0.71	
2014-05	20.76	0.54	
2014-06	20.72	0.51	
2014-07	22.97	0.65	
2014-08	23.07	0.63	
2014-09	25.63	0.79	
2014-10	26.53	0.82	
2014-11	25.05	0.69	
2014-12	25.27	0.68	
2015-01	24.81	0.63	
2015-02	24.44	0.58	
2015-03	27.5	0.75	
2015-04	36.49	1.28	
2015-05	36.58	1.24	
2015-06	41.52	1.48	
2015-07	26.3	0.55	
2015-08	27.72	0.61	
2015-09	23.33	0.35	
2015-10	26.1	0.49	
2015-11	26.77	0.51	
2015-12	24.26	0.35	
2016-01	23.34	0.29	
2016-02	21.29	0.16	
2016-03	21.43	0.16	
2016-04	22.82	0.22	
2016-05	21.26	0.13	
2016-06	21.4	0.13	
2016-07	22.58	0.18	
2016-08	24.21	0.25	
2016-09	25.71	0.32	
2016-10	26.69	0.35	
2016-11	25.1	0.26	
2016-12	26.15	0.29	
2017-01	26.84	0.31	
2017-02	26.84	0.3	
2017-03	26.84	0.28	
2017-04	26.84	0.27	
2017-05	26.84	0.26	
2017-06	27.87	0.29	
2017-07	28.66	0.31	
2017-08	27.84	0.26	
2017-09	26.92	0.21	
2017-10	27.73	0.23	
2017-11	31.81	0.4	
2017-12	30.62	0.33	
2018-01	29.09	0.25	
2018-02	26.66	0.14	
2018-03	27.51	0.16	
2018-04	27.8	0.17	
2018-05	29.4	0.22	
2018-06	27.35	0.13	
2018-07	25.99	0.07	
2018-08	25.87	0.06	
2018-09	28.05	0.14	
2018-10	28.63	0.16	
2018-11	29.66	0.19	
2018-12	30.88	0.24	
2019-01	32.22	0.28	
2019-02	32.81	0.3	
2019-03	35.02	0.38	
2019-04	35.51	0.4	
2019-05	31.76	0.25	
2019-06	30.29	0.19	
2019-07	31.48	0.23	
2019-08	30.45	0.19	
2019-09	34.31	0.34	
2019-10	36.89	0.43	
2019-11	39.66	0.53	
2019-12	36.4	0.4	
2020-01	35.37	0.36	
2020-02	32.31	0.24	
2020-03	35.76	0.36	
2020-04	34.79	0.32	
2020-05	33.22	0.26	
2020-06	33.89	0.28	
2020-07	37.4	0.4	
2020-08	38.34	0.43	
2020-09	35.63	0.32	
2020-10	35.93	0.32	
2020-11	40.55	0.48	
2020-12	41.73	0.51	
2021-01	49.74	0.78	
2021-02	53.15	0.88	
2021-03	51.77	0.81	
2021-04	54.69	0.89	
2021-05	51.42	0.76	
2021-06	50.86	0.72	
2021-07	55.81	0.86	
2021-08	66.63	1.19	
2021-09	72.04	1.33	
2021-10	76.94	1.44	
2021-11	83.15	1.59	
2021-12	89.92	1.74	
2022-01	80.32	1.41	
2022-02	71.94	1.13	
2022-03	68.44	1	
2022-04	60.73	0.75	
2022-05	70.2	1	
2022-06	70.72	0.99	
2022-07	74.39	1.06	
2022-08	73.44	1.01	
2022-09	65.24	0.76	
2022-10	65.24	0.74	
2022-11	67.78	0.79	
2022-12	65.64	0.71	
2023-01	66.97	0.73	
2023-02	66.85	0.71	
2023-03	69.09	0.74	
2023-04	68.26	0.71	
2023-05	69.75	0.72	
2023-06	70.05	0.71	
2023-07	74.7	0.8	
2023-08	73.51	0.76	
2023-09	71.43	0.7	
2023-10	69.43	0.64	
2023-11	69.87	0.63	
2023-12	66.99	0.55	
2024-01	66.82	0.53	
2024-02	69.69	0.58	
2024-03	76.48	0.71	
2024-04	77.16	0.71	
2024-05	72.11	0.58	
2024-06	76.71	0.66	
2024-07	78.21	0.67	
2024-08	75.72	0.6	
2024-09	82.24	0.72	
2024-10	85.27	0.76	
2024-11	84.31	0.72	
2024-12	79.95	0.61	
2025-01	75.32	0.5	
2025-02	74.23	0.46	
