month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2017-05	1.17	-91.83	
2017-06	1.06	-96.47	
2017-07	0.97	-96.22	
2017-08	0.92	-90.8	
2017-09	0.99	-74.91	
2017-10	0.95	-78.73	
2017-11	0.86	-93.87	
2017-12	0.77	-97.28	
2018-01	0.76	-92.86	
2018-02	0.65	-97.62	
2018-03	0.69	-86.36	
2018-04	0.71	-77.38	
2018-05	0.72	-67.57	
2018-06	0.63	-87.54	
2018-07	0.6	-89.77	
2018-08	0.56	-94.84	
2018-09	0.55	-94.97	
2018-10	0.48	-97.37	
2018-11	0.52	-82.02	
2018-12	0.49	-88.39	
2019-01	0.48	-90.67	
2019-02	0.48	-84.41	
2019-03	0.54	-40.31	
2019-04	0.56	-9.65	
2019-05	0.5	-42.81	
2019-06	0.52	-33.69	
2019-07	0.52	-11.61	
2019-08	0.5	-38.07	
2019-09	0.54	9.15	
2019-10	0.58	48.21	
2019-11	0.51	12.07	
2019-12	0.53	0.65	
2020-01	0.58	55.08	
2020-02	0.64	75.49	
2020-03	0.63	76.38	
2020-04	0.58	56.38	
2020-05	0.57	38.94	
2020-06	0.64	74.38	
2020-07	0.82	92.78	
2020-08	0.87	92.9	
2020-09	1	99.11	
2020-10	1.03	92.02	
2020-11	1.25	90.73	
2020-12	1.36	90.1	
2021-01	1.25	76.79	
2021-02	1.42	84.11	
2021-03	1.94	98.84	
2021-04	1.99	92.6	
2021-05	1.59	65.53	
2021-06	1.7	66.2	
2021-07	1.68	60.92	
2021-08	1.63	37.83	
2021-09	1.53	3.44	
2021-10	1.5	-10.94	
2021-11	1.45	-29.38	
2021-12	1.55	-18.6	
2022-01	1.57	-5.5	
2022-02	1.57	-22.38	
2022-03	1.54	-15.96	
2022-04	1.61	-7.8	
2022-05	1.54	-0.56	
2022-06	1.76	52.64	
2022-07	1.72	66.11	
2022-08	1.74	77.13	
2022-09	1.63	54.17	
2022-10	1.6	21.65	
2022-11	1.7	57.14	
2022-12	1.6	13.15	
2023-01	1.73	22.6	
2023-02	1.95	77.32	
2023-03	2.36	96.27	
2023-04	2.51	94.55	
2023-05	2.09	70.98	
2023-06	2.22	74.82	
2023-07	1.96	34.86	
2023-08	1.72	-6.09	
2023-09	1.68	-32.05	
2023-10	1.58	-51.73	
2023-11	1.74	-39.81	
2023-12	1.77	-27.93	
2024-01	1.5	-70.09	
2024-02	1.51	-76.72	
2024-03	1.86	-33.8	
2024-04	1.95	11.88	
2024-05	1.88	24.91	
2024-06	1.8	14	
2024-07	1.55	-38.08	
2024-08	1.5	-57.22	
2024-09	1.64	-50.99	
2024-10	2.27	30.06	
2024-11	2.28	63.9	
2024-12	3.18	89.08	
2025-01	3.65	95.04	
2025-02	4.29	98.21	
