month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2022-12	61.88	0.13	
2023-01	72.53	0.32	
2023-02	69.53	0.26	
2023-03	61.32	0.1	
2023-04	52.45	-0.06	
2023-05	44.08	-0.21	
2023-06	32.33	-0.42	
2023-07	34.82	-0.37	
2023-08	32.2	-0.42	
2023-09	28.71	-0.48	
2023-10	26.36	-0.52	
2023-11	25.47	-0.53	
2023-12	22.21	-0.59	
2024-01	24.46	-0.55	
2024-02	24.48	-0.55	
2024-03	28.98	-0.46	
2024-04	25.68	-0.52	
2024-05	26.56	-0.5	
2024-06	21.89	-0.59	
2024-07	14.3	-0.73	
2024-08	15.13	-0.71	
2024-09	14.67	-0.72	
2024-10	17.25	-0.67	
2024-11	17.38	-0.67	
2024-12	15.95	-0.69	
2025-01	14.1	-0.73	
