month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2014-11	4.85	-0.42	
2014-12	7.12	-0.16	
2015-01	8.45	0	
2015-02	7.33	-0.14	
2015-03	8.65	0.01	
2015-04	11.08	0.28	
2015-05	11.68	0.35	
2015-06	13.04	0.49	
2015-07	13.1	0.49	
2015-08	10.18	0.16	
2015-09	7.87	-0.1	
2015-10	8.72	0	
2015-11	9.19	0.05	
2015-12	8.57	-0.01	
2016-01	7.29	-0.15	
2016-02	6.8	-0.19	
2016-03	6.69	-0.19	
2016-04	7.06	-0.12	
2016-05	7.3	-0.07	
2016-06	7.01	-0.09	
2016-07	7.67	0.01	
2016-08	7.89	0.04	
2016-09	7.42	-0.01	
2016-10	7.46	0	
2016-11	7.62	0.02	
2016-12	7.35	-0.01	
2017-01	7.47	0	
2017-02	7.66	0.02	
2017-03	8.18	0.08	
2017-04	9.15	0.21	
2017-05	9.4	0.23	
2017-06	10	0.3	
2017-07	9.22	0.19	
2017-08	9	0.16	
2017-09	9.02	0.16	
2017-10	8.91	0.14	
2017-11	10.48	0.34	
2017-12	11.51	0.46	
2018-01	12.14	0.54	
2018-02	13.35	0.68	
2018-03	12.42	0.55	
2018-04	11.51	0.44	
2018-05	11.56	0.44	
2018-06	10.83	0.35	
2018-07	7.97	0	
2018-08	7.43	-0.06	
2018-09	7.61	-0.04	
2018-10	7.23	-0.08	
2018-11	8.07	0.03	
2018-12	8.19	0.05	
2019-01	7.94	0.02	
2019-02	9.01	0.17	
2019-03	9.75	0.27	
2019-04	10.76	0.41	
2019-05	8.68	0.14	
2019-06	9.08	0.2	
2019-07	9.23	0.22	
2019-08	8.01	0.07	
2019-09	8.31	0.11	
2019-10	8.19	0.09	
2019-11	8.58	0.15	
2019-12	8.9	0.19	
2020-01	9.18	0.23	
2020-02	7.89	0.06	
2020-03	7.27	-0.03	
2020-04	6.78	-0.09	
2020-05	6.67	-0.11	
2020-06	6.74	-0.1	
2020-07	7.12	-0.05	
2020-08	7.17	-0.04	
2020-09	7.51	0	
2020-10	7.09	-0.05	
2020-11	7.51	0	
2020-12	7.61	0.01	
2021-01	7.13	-0.06	
2021-02	7.8	0.03	
2021-03	8.62	0.13	
2021-04	8.89	0.16	
2021-05	8.62	0.12	
2021-06	8.26	0.07	
2021-07	7.33	-0.05	
2021-08	6.8	-0.12	
2021-09	7.5	-0.03	
2021-10	8.18	0.05	
2021-11	8.52	0.09	
2021-12	8.5	0.08	
2022-01	9.66	0.22	
2022-02	10.36	0.29	
2022-03	9.49	0.18	
2022-04	9.8	0.21	
2022-05	8.96	0.1	
2022-06	9.98	0.21	
2022-07	10.31	0.24	
2022-08	9.9	0.18	
2022-09	10.41	0.23	
2022-10	10.31	0.21	
2022-11	10.14	0.18	
2022-12	11.01	0.27	
2023-01	10.63	0.22	
2023-02	10.63	0.21	
2023-03	10.82	0.22	
2023-04	10.84	0.22	
2023-05	9.42	0.06	
2023-06	8.28	-0.07	
2023-07	8.79	-0.01	
2023-08	8.95	0.01	
2023-09	8.3	-0.06	
2023-10	7.59	-0.14	
2023-11	7.98	-0.09	
2023-12	7.58	-0.13	
2024-01	7.23	-0.17	
2024-02	7.36	-0.15	
2024-03	7.34	-0.15	
2024-04	7.32	-0.15	
2024-05	7.44	-0.14	
2024-06	7.39	-0.15	
2024-07	7.23	-0.17	
2024-08	7.17	-0.17	
2024-09	6.69	-0.23	
2024-10	7.11	-0.18	
2024-11	7.77	-0.1	
2024-12	8.24	-0.05	
2025-01	7.6	-0.12	
