month	ct_avg_前复权价格	股东人数
2015-06	1.1	605414.5	
2015-09	0.67	310977	
2015-12	0.86	250019	
2016-03	0.65	245610	
2016-06	0.64	243285	
2016-09	0.66	228792	
2016-12	0.69	227070	
2017-03	0.69	208853	
2017-06	0.73	188037	
2017-09	0.8	256	
2017-12	0.72	207	
2018-03	0.66	207	
2018-06	0.59	200	
2018-09	0.56	197	
2018-12	0.61	197	
2019-03	0.76	176284	
2019-06	0.65	193	
2019-09	0.71	190	
2019-12	0.69	191	
2020-06	0.64	186	
2020-12	0.71	184	
2021-03	0.65	184	
2021-06	0.68	181	
2021-09	0.76	181	
2021-12	0.71	180	
2022-03	0.64	178	
2022-06	0.61	178	
2022-09	0.62	176	
2022-12	0.6	174	
2023-03	0.61	172	
2023-06	0.63	172	
2023-09	0.66	168	
2023-12	0.66	167	
2024-03	0.66	167	
2024-06	0.63	166	
2024-09	0.68	166	
