month	ct_avg_Tdx收盘价	人均持股
2015-06	31.31	1198.5	
2015-09	19.02	4904	
2015-12	24.22	6100	
2016-03	18.47	6209	
2016-06	17.59	19623	
2016-09	18.11	20866	
2016-12	19.04	21024	
2017-03	18.75	22858	
2017-06	19.68	25169	
2017-09	21.4	4679012	
2017-12	19.37	5786605	
2018-03	17.62	5786605	
2018-06	15.82	5989136	
2018-09	14.67	6080341	
2018-12	15.98	6080341	
2019-03	19.85	42636	
2019-06	16.92	7211540	
2019-09	18.39	7325406	
2019-12	17.75	7287053	
2020-06	16.45	7482942	
2020-12	17.91	7564278	
2021-03	16.3	7564278	
2021-06	17.12	7689653	
2021-09	18.44	7689653	
2021-12	17.42	7732373	
2022-03	15.89	7819254	
2022-06	15	7819254	
2022-09	14.42	7908109	
2022-12	13.93	7999007	
2023-03	14.3	8092018	
2023-06	14.63	8092018	
2023-09	14.73	8284686	
2023-12	14.85	8334294	
2024-03	14.71	8334294	
2024-06	13.94	8384501	
2024-09	14.55	8384501	
