month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2000-03	1.34	96.13	
2000-04	1.32	88.48	
2000-05	1.24	73.56	
2000-06	1.26	65.06	
2000-07	1.26	56.21	
2000-08	1.34	77.06	
2000-09	1.25	49.32	
2000-10	1.32	64.65	
2000-11	1.43	86.89	
2000-12	1.46	87.8	
2001-01	1.45	84.57	
2001-02	1.28	35.57	
2001-03	1.33	23.9	
2001-04	1.35	36.78	
2001-05	1.32	-3.57	
2001-06	1.36	29.04	
2001-07	1.38	53.21	
2001-08	1.25	-25.81	
2001-09	1.23	-53.53	
2001-10	1.12	-78.97	
2001-11	1.16	-75.85	
2001-12	1.17	-74.49	
2002-01	1.06	-91.21	
2002-02	1.07	-88.39	
2002-03	1.12	-73	
2002-04	1.16	-46.06	
2002-05	1.17	-26.49	
2002-06	1.16	-26.97	
2002-07	1.19	6.06	
2002-08	1.24	32.43	
2002-09	1.25	47.99	
2002-10	1.09	-7.89	
2002-11	1.03	-36.52	
2002-12	0.98	-63.43	
2003-01	1.05	-59.82	
2003-02	1.11	-40.54	
2003-03	1.11	-37.92	
2003-04	1.26	21.96	
2003-05	1.38	47.44	
2003-06	1.31	50.09	
2003-07	1.25	40.72	
2003-08	1.21	30.91	
2003-09	1.09	-13.27	
2003-10	1.06	-36.61	
2003-11	1.04	-50.36	
2003-12	1.08	-43.79	
2004-01	1.15	-20.26	
2004-02	1.19	13.97	
2004-03	1.17	13.66	
2004-04	1.13	-1.38	
2004-05	1.02	-60.66	
2004-06	0.92	-79.02	
2004-07	0.83	-92.41	
2004-08	0.77	-93.75	
2004-09	0.83	-76.75	
2004-10	0.92	-53.18	
2004-11	0.9	-49.39	
2004-12	0.81	-72.86	
2005-01	0.74	-85.67	
2005-02	0.8	-73.35	
2005-03	0.8	-63.32	
2005-04	0.81	-61.52	
2005-05	0.84	-21.64	
2005-06	0.82	-37.42	
2005-07	0.83	-2.76	
2005-08	0.9	36.84	
2005-09	0.99	60.27	
2005-10	0.89	46.32	
2005-11	0.75	-9.82	
2005-12	0.79	-24.35	
2006-01	0.89	16.96	
2006-02	0.99	47.43	
2006-03	1.02	66.38	
2006-04	1.27	93.08	
2006-05	1.53	97.57	
2006-06	1.58	94.48	
2006-07	1.72	93.71	
2006-08	1.43	66.58	
2006-09	1.59	76.19	
2006-10	1.75	88.66	
2006-11	1.79	87.91	
2006-12	2.33	96.39	
2007-01	3.25	99.42	
2007-02	3.57	96.13	
2007-03	3.92	98.09	
2007-04	5.11	99.74	
2007-05	6.34	97.82	
2007-06	5.59	85.04	
2007-07	5.24	72.08	
2007-08	6.72	92.35	
2007-09	7.09	89.87	
2007-10	6.37	72.67	
2007-11	5.87	48.82	
2007-12	6.11	43.08	
2008-01	7.29	78.61	
2008-02	6.71	72.92	
2008-03	6.09	47.49	
2008-04	4.48	-19.6	
2008-05	4.67	-35.4	
2008-06	3.3	-70.27	
2008-07	4.1	-68.48	
2008-08	3.43	-79.34	
2008-09	2.92	-88.96	
2008-10	2.75	-89.11	
2008-11	2.59	-88.08	
2008-12	2.85	-76.9	
2009-01	2.84	-70.12	
2009-02	3.5	-31.61	
2009-03	3.6	-6.74	
2009-04	3.78	17.39	
2009-05	3.69	19.94	
2009-06	3.99	44.89	
2009-07	4.42	58	
2009-08	4.52	66.28	
2009-09	4.64	73.09	
2009-10	4.74	82.7	
2009-11	5.4	92.35	
2009-12	5.46	87.97	
2010-01	5.42	87.72	
2010-02	4.92	55.18	
2010-03	4.94	41.85	
2010-04	4.81	16.54	
2010-05	4.03	-22.37	
2010-06	3.7	-47.46	
2010-07	3.61	-54.22	
2010-08	3.82	-52.31	
2010-09	5.19	-32.24	
2010-10	8.38	40.62	
2010-11	8.41	64.65	
2010-12	9.29	91.11	
2011-01	8.85	82.72	
2011-02	9.59	92.2	
2011-03	8.91	74.18	
2011-04	8.28	48.12	
2011-05	8.35	39.03	
2011-06	8.5	31.63	
