month	ct_avg_Tdx收盘价	股东人数
2009-12	25.04	13153	
2010-03	25.11	9617	
2010-06	21.96	9040	
2010-09	22.52	8818	
2010-12	23.42	8230	
2011-03	22.59	8062	
2011-06	21.13	7889	
2011-09	19.92	7766	
2011-12	19.01	7740	
2012-03	20.07	7645	
2012-06	21.2	7621	
2012-09	19.7	7566	
2012-12	19.89	7474	
2013-03	18.79	7176	
2013-06	17.19	7127	
2013-09	18.21	7036	
2013-12	18.63	6772	
2014-03	15.55	6717	
2014-06	17.54	6679	
2014-09	19.59	6539	
2014-12	26.92	6587	
2015-03	32.94	6262	
2015-06	32.32	5811	
2015-09	22.94	5773	
2015-12	28.31	5746	
2016-03	25.23	5732	
2016-06	26.95	5712	
2016-09	28.81	5667	
2016-12	29.17	5634	
2017-03	27.19	5582	
2017-06	32.04	5511	
2017-09	37.47	5102	
2017-12	42.63	4988	
2018-03	38.93	110553	
2018-06	33.95	4739	
2018-09	33.11	4718	
2018-12	30.07	4695	
2019-03	33.44	4675	
2019-06	35.51	4649	
2019-09	37.25	4616	
2019-12	36.34	4592	
2020-03	29.62	4570	
2020-06	28.39	4535	
2020-09	30.98	4479	
2020-12	37.38	4422	
2021-03	40.9	4296	
2021-06	31.86	4260	
2021-09	27.74	4220	
2021-12	27.48	4191	
2022-03	24.32	4173	
2022-06	22.5	4150	
2022-09	20.64	4123	
2022-12	24.36	4096	
2023-03	26.81	4064	
2023-06	28.17	4048	
2023-09	29.55	4023	
2023-12	23.25	4007	
2024-03	23.76	3993	
2024-06	28.36	3971	
2024-09	31.35	3941	
