month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2016-03	0.6	0.2	
2016-04	0.64	0.31	
2016-05	0.63	0.29	
2016-06	0.64	0.31	
2016-07	0.64	0.31	
2016-08	0.65	0.33	
2016-09	0.71	0.45	
2016-10	0.72	0.47	
2016-11	0.74	0.48	
2016-12	0.72	0.44	
2017-01	0.7	0.4	
2017-02	0.69	0.35	
2017-03	0.67	0.31	
2017-04	0.66	0.27	
2017-05	0.7	0.35	
2017-06	0.79	0.52	
2017-07	0.86	0.62	
2017-08	0.88	0.63	
2017-09	0.94	0.74	
2017-10	0.98	0.78	
2017-11	1.11	1.02	
2017-12	1.07	0.91	
2018-01	1.01	0.8	
2018-02	1.02	0.79	
2018-03	0.98	0.72	
2018-04	0.82	0.41	
2018-05	0.86	0.48	
2018-06	0.85	0.47	
2018-07	0.82	0.41	
2018-08	0.85	0.44	
2018-09	0.85	0.44	
2018-10	0.88	0.47	
2018-11	0.84	0.4	
2018-12	0.77	0.28	
2019-01	0.75	0.25	
2019-02	0.85	0.39	
2019-03	0.86	0.41	
2019-04	0.94	0.54	
2019-05	0.86	0.39	
2019-06	0.91	0.47	
2019-07	0.97	0.54	
2019-08	0.99	0.57	
2019-09	0.98	0.53	
2019-10	0.95	0.48	
2019-11	0.94	0.45	
2019-12	0.96	0.48	
2020-01	1.01	0.53	
2020-02	0.89	0.35	
2020-03	0.78	0.18	
2020-04	0.76	0.13	
2020-05	0.76	0.13	
2020-06	0.77	0.15	
2020-07	0.85	0.25	
2020-08	0.86	0.26	
2020-09	0.85	0.23	
2020-10	0.92	0.33	
2020-11	0.93	0.33	
2020-12	1.03	0.47	
2021-01	1.07	0.51	
2021-02	1.11	0.56	
2021-03	1.13	0.57	
2021-04	0.96	0.32	
2021-05	0.93	0.27	
2021-06	0.88	0.21	
2021-07	0.8	0.08	
2021-08	0.77	0.04	
2021-09	0.8	0.07	
2021-10	0.84	0.12	
2021-11	0.81	0.08	
2021-12	0.79	0.04	
2022-01	0.79	0.04	
2022-02	0.79	0.03	
2022-03	0.69	-0.1	
2022-04	0.64	-0.17	
2022-05	0.6	-0.22	
2022-06	0.65	-0.17	
2022-07	0.64	-0.18	
2022-08	0.6	-0.23	
2022-09	0.62	-0.21	
2022-10	0.59	-0.25	
2022-11	0.67	-0.15	
2022-12	0.73	-0.08	
2023-01	0.76	-0.04	
2023-02	0.81	0.01	
2023-03	0.81	0.01	
2023-04	0.86	0.07	
2023-05	0.94	0.17	
2023-06	0.85	0.05	
2023-07	0.87	0.07	
2023-08	0.89	0.1	
2023-09	0.93	0.15	
2023-10	0.9	0.11	
2023-11	0.78	-0.04	
2023-12	0.73	-0.1	
2024-01	0.73	-0.1	
2024-02	0.8	-0.02	
2024-03	0.74	-0.1	
2024-04	0.75	-0.09	
2024-05	0.89	0.09	
2024-06	0.89	0.09	
2024-07	0.92	0.11	
2024-08	0.92	0.11	
2024-09	1.02	0.23	
2024-10	1.24	0.48	
2024-11	1.16	0.36	
2024-12	1.12	0.32	
2025-01	1.03	0.21	
2025-02	1.04	0.21	
