month	ct_avg_Tdx收盘价	人均持股
2001-12	11.85	5943243	
2002-06	11.14	5113953	
2002-09	11.65	5235714	
2003-03	9.13	4581250	
2003-06	9.1	4398000	
2003-09	7.61	4581250	
2003-12	6.85	5113953	
2004-03	7.47	5497500	
2004-06	6.63	5235714	
2004-12	4.83	5363415	
2005-03	4.31	5638462	
2005-06	5.33	5943243	
2005-09	6.52	6108333	
2005-12	6.09	6467647	
2006-03	6.88	6871875	
2006-06	6.89	0	
2006-12	7.71	7853571	
2007-03	11.83	8144444	
2007-06	14.86	7853571	
2007-12	15.58	8457692	
2008-03	14.34	8457692	
2008-06	11.52	8457692	
2008-09	6.51	8144444	
2008-12	6.2	7853571	
2009-03	7.25	7853571	
2009-06	7.8	7853571	
2009-09	7.62	6871875	
2009-12	11.71	6467647	
2010-03	11.97	6467647	
2010-06	11.19	6467647	
2010-09	13.88	6871875	
2010-12	17.89	6663636	
2011-03	21.84	6282857	
2011-06	15.4	6282857	
2011-09	13.93	5943243	
2012-03	13.95	5497500	
2012-06	22.59	5943243	
2012-09	22.8	6108333	
2012-12	18.86	6467647	
2013-03	28.7	7330000	
2013-06	34.16	6467647	
2013-09	33.49	8144444	
2014-06	25.02	8144444	
2014-09	27.53	8144444	
2014-12	26.89	7582759	
2015-03	31.83	7853571	
2015-06	41.85	8796000	
2015-09	26.26	8144444	
2015-12	29.89	8144444	
2016-03	22.28	8144444	
2016-06	24.22	8144444	
2016-09	24.91	8144444	
2016-12	24.02	7853571	
2017-03	27.97	8144444	
2017-06	28.5	8144444	
2017-09	27.43	8144444	
2018-03	27.75	8144444	
2018-06	40.25	8796000	
2018-09	34.97	8796000	
2018-12	36.87	8457692	
2019-03	38.1	8144444	
2019-06	39.04	8144444	
2019-09	36.44	8144444	
2019-12	33.42	7582759	
2020-03	32.64	8144444	
2020-06	31.98	7853571	
2020-09	31.13	7853571	
2020-12	30.1	8144444	
2021-02	28.51	12059	
2021-03	28.72	7330000	
2021-06	30.88	5235714	
2021-12	30.82	4149057	
2022-06	30.89	4228846	
2022-12	31.62	4311765	
2023-06	32.9	4311765	
2023-12	28.92	4311765	
2024-06	30.4	4311765	
2024-09	26.07	16100	
