month	ct_avg_Tdx收盘价	股东人数
2001-12	11.85	37	
2002-06	11.14	43	
2002-09	11.65	42	
2003-03	9.13	48	
2003-06	9.1	50	
2003-09	7.61	48	
2003-12	6.85	43	
2004-03	7.47	40	
2004-06	6.63	42	
2004-12	4.83	41	
2005-03	4.31	39	
2005-06	5.33	37	
2005-09	6.52	36	
2005-12	6.09	34	
2006-03	6.88	32	
2006-06	6.89	29	
2006-12	7.71	28	
2007-03	11.83	27	
2007-06	14.86	28	
2007-12	15.58	26	
2008-03	14.34	26	
2008-06	11.52	26	
2008-09	6.51	27	
2008-12	6.2	28	
2009-03	7.25	28	
2009-06	7.8	28	
2009-09	7.62	32	
2009-12	11.71	34	
2010-03	11.97	34	
2010-06	11.19	34	
2010-09	13.88	32	
2010-12	17.89	33	
2011-03	21.84	35	
2011-06	15.4	35	
2011-09	13.93	37	
2012-03	13.95	40	
2012-06	22.59	37	
2012-09	22.8	36	
2012-12	18.86	34	
2013-03	28.7	30	
2013-06	34.16	34	
2013-09	33.49	27	
2014-06	25.02	27	
2014-09	27.53	27	
2014-12	26.89	29	
2015-03	31.83	28	
2015-06	41.85	25	
2015-09	26.26	27	
2015-12	29.89	27	
2016-03	22.28	27	
2016-06	24.22	27	
2016-09	24.91	27	
2016-12	24.02	28	
2017-03	27.97	27	
2017-06	28.5	27	
2017-09	27.43	27	
2018-03	27.75	27	
2018-06	40.25	25	
2018-09	34.97	25	
2018-12	36.87	26	
2019-03	38.1	27	
2019-06	39.04	27	
2019-09	36.44	27	
2019-12	33.42	29	
2020-03	32.64	27	
2020-06	31.98	28	
2020-09	31.13	28	
2020-12	30.1	27	
2021-02	28.51	116588	
2021-03	28.72	30	
2021-06	30.88	42	
2021-12	30.82	53	
2022-06	30.89	52	
2022-12	31.62	51	
2023-06	32.9	51	
2023-12	28.92	51	
2024-06	30.4	51	
2024-09	26.07	87322	
