month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2006-08	1.31	45.7	
2006-09	1.34	31.72	
2006-10	1.42	49.32	
2006-11	1.32	5.07	
2006-12	1.37	7.78	
2007-01	1.84	61.29	
2007-02	2.68	95.06	
2007-03	3.03	97.61	
2007-04	3.52	98.13	
2007-05	3.94	97.62	
2007-06	4.33	93.03	
2007-07	4.61	91.03	
2007-08	6.81	98.72	
2007-09	8.48	97.86	
2007-10	10.01	95.24	
2007-11	8.31	76.42	
2007-12	7.91	68.26	
2008-01	8.68	75.97	
2008-02	9.09	77.5	
2008-03	7.74	48.17	
2008-04	5.82	-6.72	
2008-05	6.05	-23.17	
2008-06	4.35	-47.63	
2008-07	4.28	-55.47	
2008-08	3.57	-80.83	
2008-09	2.76	-89.57	
2008-10	2.11	-92.86	
2008-11	2.02	-85.94	
2008-12	2.55	-73.8	
2009-01	2.57	-64.52	
2009-02	3.33	-36.16	
2009-03	4.25	-4.99	
2009-04	6.04	34.01	
2009-05	6.77	51.69	
2009-06	6.01	47.4	
2009-07	6.03	61.65	
2009-08	5.45	50.68	
2009-09	5.31	27.19	
2009-10	5.39	16.74	
2009-11	5.85	48.85	
2009-12	5.46	21.7	
2010-01	5.14	-9.64	
2010-02	4.61	-41.61	
2010-03	5.09	-32.96	
2010-04	5.34	-22.87	
2010-05	5.83	11.25	
2010-06	6.35	40.79	
2010-07	5.4	15.87	
2010-08	6.1	62.5	
2010-09	6.44	75.52	
2010-10	7.61	92.8	
2010-11	8.09	91.19	
2010-12	7.14	73.14	
2011-01	6.36	39.51	
2011-02	6.76	38.51	
2011-03	7.34	67.74	
2011-04	7.46	75.61	
2011-05	7.09	57.65	
2011-06	6.43	-1.87	
2011-07	7.17	16.5	
2011-08	7.26	42.74	
2011-09	5.72	-39.24	
2011-10	5.08	-77.46	
2011-11	5.11	-79.1	
2011-12	3.94	-94.03	
2012-01	3.48	-90.3	
2012-02	4.02	-78.88	
2012-03	4.51	-60.76	
2012-04	4.35	-57.3	
2012-05	4.39	-48.34	
2012-06	4.02	-71.34	
2012-07	3.5	-85.92	
2012-08	3.38	-86.88	
2012-09	3.4	-83.93	
2012-10	3.42	-77.28	
2012-11	3.13	-95.41	
2012-12	3.15	-81.16	
2013-01	3.46	-53.35	
2013-02	3.48	-41.73	
2013-03	3.71	-8.89	
2013-04	3.6	-0.2	
2013-05	3.93	31.25	
2013-06	3.83	35.92	
2013-07	3.45	-5.36	
2013-08	3.69	17.17	
2013-09	4.64	72.98	
2013-10	4.49	78.62	
2013-11	4.46	80.87	
2013-12	4.47	81.21	
2014-01	4.16	53.32	
2014-02	4.71	75	
2014-03	5.03	90.18	
2014-04	4.81	81.84	
2014-05	4.37	40.71	
2014-06	4.46	29.82	
2014-07	4.97	69.06	
2014-08	5.62	92.01	
2014-09	6.48	97.24	
2014-10	6.65	92.21	
2014-11	6.62	91.87	
2014-12	6.24	69.45	
2015-01	5.96	49.29	
2015-02	6.33	61.07	
2015-03	7.59	83.65	
2015-04	9.45	97.19	
2015-05	13.58	99.37	
2015-06	18.83	97.24	
2015-07	18.83	91.85	
2015-08	18.83	87.16	
2015-09	18.83	83.93	
2015-10	18.26	68.17	
2015-11	18.28	52	
2015-12	20.16	79.46	
2016-01	15.93	41.7	
2016-02	14.76	-9.76	
2016-03	14.11	-28.07	
2016-04	15.68	-20.49	
2016-05	14.49	-42.86	
2016-06	14.6	-48.53	
2016-07	14.82	-37.33	
2016-08	13.8	-65.99	
2016-09	14.42	-49.42	
2016-10	14.78	-20.14	
2016-11	14.44	-27.35	
2016-12	14.15	-49.03	
2017-01	13.96	-84.77	
2017-02	14.33	-60.27	
2017-03	14.32	-41.69	
2017-04	15.09	5.11	
2017-05	12.33	-66.52	
2017-06	11.52	-92.78	
2017-07	11.16	-97.15	
2017-08	11.42	-86.03	
2017-09	11.4	-80.27	
2017-10	11.45	-75.1	
2017-11	12.05	-42.17	
2017-12	11.51	-48.77	
2018-01	10.96	-75.57	
2018-02	10.89	-82.38	
2018-03	11.1	-70.62	
2018-04	11.31	-54.51	
2018-05	10.74	-85.47	
2018-06	8.22	-98.84	
2018-07	8.11	-88.84	
2018-08	8.12	-84.55	
2018-09	9.95	-49.2	
2018-10	9.53	-44.49	
2018-11	10.19	-12.5	
2018-12	10.09	-0.36	
2019-01	10.1	10.02	
2019-02	10.72	38.09	
2019-03	11.23	54.17	
2019-04	12.04	67.9	
2019-05	10.08	30	
2019-06	10.39	24.48	
2019-07	11.07	55.78	
2019-08	10.92	59.94	
2019-09	11.05	66.61	
2019-10	9.95	-2.98	
2019-11	9.65	-40.86	
2019-12	9.24	-64.16	
2020-01	9.23	-73.77	
2020-02	8.05	-88.12	
2020-03	7.56	-95.09	
2020-04	7.57	-87.03	
2020-05	7.31	-97.37	
2020-06	7.25	-94.33	
2020-07	8.42	-52.02	
2020-08	9.32	-1.19	
2020-09	8.29	-16.31	
2020-10	8.04	-36.1	
2020-11	7.72	-54.63	
2020-12	7.75	-58.85	
2021-01	8.52	-5	
2021-02	7.77	-30.18	
2021-03	7.62	-57.07	
2021-04	7.65	-60.97	
2021-05	7.61	-66.02	
2021-06	7.9	-37.67	
2021-07	7.57	-69.4	
2021-08	8.17	-29.02	
2021-09	8.96	42.86	
2021-10	8.05	32.87	
2021-11	8.17	34.01	
2021-12	8.73	74.3	
2022-01	8.5	73.12	
2022-02	8.12	36.38	
2022-03	7.65	-6.1	
2022-04	6.9	-43.66	
2022-05	6.78	-59.07	
2022-06	7.32	-57.14	
2022-07	7.26	-64.75	
2022-08	7.59	-40.02	
2022-09	7.28	-44.81	
2022-10	7.16	-63.39	
2022-11	7.54	-14.33	
2022-12	7.22	-28	
2023-01	7.06	-63.22	
2023-02	7.4	-28.66	
2023-03	7.69	26.94	
2023-04	7.63	44.74	
2023-05	8.56	80.36	
2023-06	9.13	85.13	
2023-07	10.13	89.75	
2023-08	9.05	73.41	
2023-09	8.78	57.46	
2023-10	8.23	27.47	
2023-11	8.04	0.41	
2023-12	7.97	-20.62	
2024-01	8.16	-21.59	
2024-02	9.34	30.36	
2024-03	9.35	55.31	
2024-04	9.66	70.71	
2024-05	9.28	57.9	
2024-06	8.76	25.23	
2024-07	10.11	49.61	
2024-08	10.35	78	
2024-09	10.11	78.52	
2024-10	10.75	91.42	
2024-11	10.81	90.86	
2024-12	11.14	91.72	
2025-01	10.83	81.25	
