month	ct_avg_Tdx收盘价	股东人数
1998-06	21.43	20881	
1998-12	19.4	23630	
1999-06	19.04	33068	
1999-12	17.74	38119	
2000-06	20.58	39536	
2000-12	23.3	34648	
2001-06	25.66	42400	
2001-12	18.31	34648	
2002-06	15.96	37730	
2002-09	15.96	38257	
2002-12	12.52	38430	
2003-03	12.75	37596	
2003-06	13.6	35918	
2003-09	11.01	40263	
2003-12	10.75	42424	
2004-03	11.93	38325	
2004-06	12.72	31668	
2004-09	10.1	35224	
2004-12	7.97	38475	
2005-03	7.34	37455	
2005-06	5.46	40738	
2005-09	5.64	40329	
2005-12	5.61	31910	
2006-03	7.26	30651	
2006-06	13.94	20621	
2006-09	13.11	20347	
2006-12	19.44	13918	
2007-03	30.25	17815	
2007-06	35.61	11148	
2007-09	43.13	12204	
2007-12	43.87	14013	
2008-03	32.27	18963	
2008-06	13.74	28977	
2008-09	9.64	27191	
2008-12	14.3	30832	
2009-03	17.1	33905	
2009-06	21.55	51416	
2009-09	25.82	81544	
2009-12	27.02	91826	
2010-03	23.88	79264	
2010-06	25.48	55878	
2010-09	24.3	57020	
2010-12	23.24	59887	
2011-03	21.84	62515	
2011-06	16.99	63618	
2011-09	17.27	59136	
2011-12	16.68	57481	
2012-03	15.37	58808	
2012-06	14.44	58730	
2012-09	13.97	57907	
2012-12	11.92	56201	
2013-03	16.72	55890	
2013-06	15.57	56648	
2013-09	17.47	50110	
2013-12	22.09	52358	
2014-03	19.03	50478	
2014-06	18.01	48176	
2014-09	22.47	38026	
2014-12	27.83	33532	
2015-03	34.16	23309	
2015-06	47.34	24708	
2015-09	25.6	31893	
2015-12	30.72	25591	
2016-03	29.2	28994	
2016-06	27.54	25722	
2016-09	38.67	25240	
2016-12	39.94	25736	
2017-03	41.4	28248	
2017-06	43.12	28586	
2017-09	33.16	39680	
2017-10	34.39	42034	
2017-12	29.67	45336	
2018-03	27.68	44297	
2018-06	24.67	43137	
2018-09	18.01	40929	
2018-12	21.64	34824	
2019-03	23.33	29879	
2019-06	24.99	27493	
2019-09	27.9	28956	
2019-12	26.73	30797	
2020-03	34.4	34534	
2020-06	42.36	41545	
2020-09	40.68	57007	
2020-12	41.31	52237	
2021-03	33.16	64074	
2021-06	33.13	67264	
2021-09	33.61	75467	
2021-12	28.8	85757	
2022-03	26.29	76516	
2022-06	23.61	74886	
2022-09	21.27	67862	
2022-12	22.71	68879	
2023-03	23.91	61733	
2023-06	26.56	52336	
2023-09	24.98	52870	
2023-12	31.02	44059	
2024-03	27.29	48217	
2024-06	28.57	44169	
2024-09	22.61	48667	
